"","TIMESTAMP","RECORD","DECDOY","DOY","H","M","T1","T2","T3","T4","FLAG"
"1645","10/1/15 3:30",2498,274.1458333,274,3,30,1.21116,0.693927,0.8205169,1.311642,NA
"1651","10/1/15 4:00",2504,274.1666667,274,4,0,1.112396,0.6613037,0.7419311,0.9326782,NA
"1657","10/1/15 4:30",2510,274.1875,274,4,30,1.268652,0.8086975,0.9045288,1.400113,NA
"1663","10/1/15 5:00",2516,274.2083333,274,5,0,1.205338,0.6774475,0.7175964,1.298428,NA
"1669","10/1/15 5:30",2522,274.2291667,274,5,30,1.614844,1.243362,1.229172,1.812595,NA
"1675","10/1/15 6:00",2528,274.25,274,6,0,2.302887,1.536175,1.597705,2.332071,NA
"1681","10/1/15 6:30",2534,274.2708333,274,6,30,2.865213,2.203674,2.100922,3.351215,NA
"1687","10/1/15 7:00",2540,274.2916667,274,7,0,4.58891,4.094202,3.147058,4.90647,NA
"1693","10/1/15 7:30",2546,274.3125,274,7,30,6.243131,6.809812,5.052444,6.45469,NA
"1699","10/1/15 8:00",2552,274.3333333,274,8,0,7.89968,9.259226,6.934003,7.927255,NA
"1705","10/1/15 8:30",2558,274.3541667,274,8,30,9.339984,10.37594,8.188022,8.828921,NA
"1711","10/1/15 9:00",2564,274.375,274,9,0,9.534286,10.32783,8.605802,8.708219,NA
"1717","10/1/15 9:30",2570,274.3958333,274,9,30,10.2012,10.72563,8.923676,9.115936,NA
"1723","10/1/15 10:00",2576,274.4166667,274,10,0,12.12566,12.2821,10.30098,10.45072,NA
"1729","10/1/15 10:30",2582,274.4375,274,10,30,12.39669,12.2705,10.54377,10.54748,NA
"1735","10/1/15 11:00",2588,274.4583333,274,11,0,13.77742,13.61874,11.49663,12.01598,NA
"1741","10/1/15 11:30",2594,274.4791667,274,11,30,13.77708,12.80325,11.5955,11.80788,NA
"1747","10/1/15 12:00",2600,274.5,274,12,0,14.24684,13.35709,11.9603,12.34668,NA
"1753","10/1/15 12:30",2606,274.5208333,274,12,30,14.81296,13.97833,12.7394,13.22469,NA
"1759","10/1/15 13:00",2612,274.5416667,274,13,0,15.67082,14.86698,13.8164,14.41225,NA
"1765","10/1/15 13:30",2618,274.5625,274,13,30,14.92823,14.09582,13.066,13.90686,NA
"1771","10/1/15 14:00",2624,274.5833333,274,14,0,14.86223,14.16533,13.24343,14.11174,NA
"1777","10/1/15 14:30",2630,274.6041667,274,14,30,14.5958,14.19154,13.22281,14.35606,NA
"1783","10/1/15 15:00",2636,274.625,274,15,0,13.9508,13.64725,12.92607,13.79913,NA
"1789","10/1/15 15:30",2642,274.6458333,274,15,30,13.48666,13.36947,12.75922,13.67229,NA
"1795","10/1/15 16:00",2648,274.6666667,274,16,0,12.55313,12.57903,12.14642,12.68689,NA
"1801","10/1/15 16:30",2654,274.6875,274,16,30,11.40911,11.43088,11.09982,11.25606,NA
"1807","10/1/15 17:00",2660,274.7083333,274,17,0,10.11076,10.14033,9.960184,9.82229,NA
"1813","10/1/15 17:30",2666,274.7291667,274,17,30,8.421817,8.161325,8.317957,8.137671,NA
"1819","10/1/15 18:00",2672,274.75,274,18,0,7.334189,7.090704,7.154044,6.987909,NA
"1825","10/1/15 18:30",2678,274.7708333,274,18,30,6.02851,5.690634,5.81936,5.701105,NA
"1831","10/1/15 19:00",2684,274.7916667,274,19,0,5.17796,4.988068,4.964328,4.836469,NA
"1837","10/1/15 19:30",2690,274.8125,274,19,30,4.473724,4.251654,4.345578,4.158365,NA
"1843","10/1/15 20:00",2696,274.8333333,274,20,0,3.826025,3.599878,3.599423,3.513382,NA
"1849","10/1/15 20:30",2702,274.8541667,274,20,30,3.477579,3.331677,3.225299,3.098294,NA
"1855","10/1/15 21:00",2708,274.875,274,21,0,2.503934,2.175525,2.125156,2.181647,NA
"1861","10/1/15 21:30",2714,274.8958333,274,21,30,2.142105,1.890326,1.74906,1.832639,NA
"1867","10/1/15 22:00",2720,274.9166667,274,22,0,1.75444,1.347223,1.373984,1.4702,NA
"1873","10/1/15 22:30",2726,274.9375,274,22,30,1.73714,1.411404,1.517169,1.633585,NA
"1879","10/1/15 23:00",2732,274.9583333,274,23,0,1.526327,1.328195,1.293951,1.415375,NA
"1885","10/1/15 23:30",2738,274.9791667,274,23,30,1.517801,1.24162,1.235333,1.374106,NA
"1891","10/2/15 0:00",2744,275,275,0,0,1.715698,1.425607,1.359552,1.474954,NA
"1897","10/2/15 0:30",2750,275.0208333,275,0,30,1.687778,1.459546,1.458578,1.594388,NA
"1903","10/2/15 1:00",2756,275.0416667,275,1,0,2.162091,2.020813,1.932062,2.002686,NA
"1909","10/2/15 1:30",2762,275.0625,275,1,30,1.77486,1.664532,1.679981,1.68941,NA
"1915","10/2/15 2:00",2768,275.0833333,275,2,0,1.621201,1.453268,1.487299,1.463882,NA
"1921","10/2/15 2:30",2774,275.1041667,275,2,30,1.657343,1.30209,1.27601,1.226495,NA
"1927","10/2/15 3:00",2780,275.125,275,3,0,1.261887,0.6190918,0.9556091,1.196997,NA
"1933","10/2/15 3:30",2786,275.1458333,275,3,30,0.7218323,-0.19039,0.01742554,0.9634735,NA
"1939","10/2/15 4:00",2792,275.1666667,275,4,0,0.6248566,-0.04266663,0.1289368,1.048895,NA
"1945","10/2/15 4:30",2798,275.1875,275,4,30,0.3522491,-0.1943176,-0.1542664,0.4058197,NA
"1951","10/2/15 5:00",2804,275.2083333,275,5,0,0.5795075,-0.140567,-0.03468933,0.4290649,NA
"1957","10/2/15 5:30",2810,275.2291667,275,5,30,0.5943421,-0.09709778,0.2307312,0.6089844,NA
"1963","10/2/15 6:00",2816,275.25,275,6,0,0.5033966,0.1963776,0.1970093,0.4155823,NA
"1969","10/2/15 6:30",2822,275.2708333,275,6,30,1.015427,0.6551178,0.5203949,1.259186,NA
"1975","10/2/15 7:00",2828,275.2916667,275,7,0,2.206625,2.177197,1.568781,2.475107,NA
"1981","10/2/15 7:30",2834,275.3125,275,7,30,3.723056,4.429312,2.88194,3.694669,NA
"1987","10/2/15 8:00",2840,275.3333333,275,8,0,5.740369,7.069473,4.721814,5.577554,NA
"1993","10/2/15 8:30",2846,275.3541667,275,8,30,7.113208,8.327435,5.921561,6.581039,NA
"1999","10/2/15 9:00",2852,275.375,275,9,0,7.491083,8.471158,6.374854,6.808618,NA
"2005","10/2/15 9:30",2858,275.3958333,275,9,30,8.815982,9.711456,7.652548,7.970151,NA
"2011","10/2/15 10:00",2864,275.4166667,275,10,0,10.33174,10.29373,8.721079,8.723254,NA
"2017","10/2/15 10:30",2870,275.4375,275,10,30,12.19444,12.3567,10.22918,10.64003,NA
"2023","10/2/15 11:00",2876,275.4583333,275,11,0,12.87575,12.35298,10.7163,10.96501,NA
"2029","10/2/15 11:30",2882,275.4791667,275,11,30,13.33854,12.59321,11.46257,11.35249,NA
"2035","10/2/15 12:00",2888,275.5,275,12,0,14.10459,13.69341,11.86155,12.38571,NA
"2041","10/2/15 12:30",2894,275.5208333,275,12,30,14.35565,13.58576,12.08138,12.65911,NA
"2047","10/2/15 13:00",2900,275.5416667,275,13,0,15.2011,14.03408,13.11317,13.68722,NA
"2053","10/2/15 13:30",2906,275.5625,275,13,30,16.01848,14.58509,13.76944,14.4447,NA
"2059","10/2/15 14:00",2912,275.5833333,275,14,0,15.23112,14.38141,13.72084,14.30816,NA
"2065","10/2/15 14:30",2918,275.6041667,275,14,30,15.0281,14.32541,13.56602,14.33472,NA
"2071","10/2/15 15:00",2924,275.625,275,15,0,14.4945,14.24077,13.57726,14.42543,NA
"2077","10/2/15 15:30",2930,275.6458333,275,15,30,14.03957,13.73229,13.21566,13.93191,NA
"2083","10/2/15 16:00",2936,275.6666667,275,16,0,13.17216,13.21109,12.67695,13.21966,NA
"2089","10/2/15 16:30",2942,275.6875,275,16,30,12.22765,12.22035,11.80797,12.14736,NA
"2095","10/2/15 17:00",2948,275.7083333,275,17,0,10.90078,10.95528,10.65035,10.7149,NA
"2101","10/2/15 17:30",2954,275.7291667,275,17,30,9.424185,8.999362,9.045492,9.203982,NA
"2107","10/2/15 18:00",2960,275.75,275,18,0,8.423407,7.991431,7.97952,8.217596,NA
"2113","10/2/15 18:30",2966,275.7708333,275,18,30,6.86962,6.589459,6.701245,6.769852,NA
"2119","10/2/15 19:00",2972,275.7916667,275,19,0,6.358389,6.117475,6.12121,6.262637,NA
"2125","10/2/15 19:30",2978,275.8125,275,19,30,6.268579,6.06795,5.961621,6.036984,NA
"2131","10/2/15 20:00",2984,275.8333333,275,20,0,5.801639,5.560883,5.51777,5.581482,NA
"2137","10/2/15 20:30",2990,275.8541667,275,20,30,5.241278,5.024454,5.054788,5.083621,NA
"2143","10/2/15 21:00",2996,275.875,275,21,0,5.169714,4.974561,4.946515,4.960675,NA
"2149","10/2/15 21:30",3002,275.8958333,275,21,30,4.974802,4.769897,4.714188,4.677859,NA
"2155","10/2/15 22:00",3008,275.9166667,275,22,0,4.480847,4.285855,4.268851,4.24927,NA
"2161","10/2/15 22:30",3014,275.9375,275,22,30,3.99187,3.810886,3.79906,3.903479,NA
"2167","10/2/15 23:00",3020,275.9583333,275,23,0,3.662299,3.432275,3.390903,3.456277,NA
"2173","10/2/15 23:30",3026,275.9791667,275,23,30,3.454828,3.125159,3.112113,3.151971,NA
"2179","10/3/15 0:00",3032,276,276,0,0,3.296713,3.082916,3.051331,3.11181,NA
"2185","10/3/15 0:30",3038,276.0208333,276,0,30,3.04408,2.77547,2.851266,2.754303,NA
"2191","10/3/15 1:00",3044,276.0416667,276,1,0,3.039688,2.708749,2.655792,2.803775,NA
"2197","10/3/15 1:30",3050,276.0625,276,1,30,2.966748,2.147015,2.309189,2.607849,NA
"2203","10/3/15 2:00",3056,276.0833333,276,2,0,2.939716,2.346521,2.405756,2.714828,NA
"2209","10/3/15 2:30",3062,276.1041667,276,2,30,3.069351,2.946088,2.752405,2.896072,NA
"2215","10/3/15 3:00",3068,276.125,276,3,0,3.266479,2.934589,2.905377,3.076901,NA
"2221","10/3/15 3:30",3074,276.1458333,276,3,30,3.44501,3.05463,3.086819,3.245013,NA
"2227","10/3/15 4:00",3080,276.1666667,276,4,0,3.255517,2.909396,2.925342,3.030264,NA
"2233","10/3/15 4:30",3086,276.1875,276,4,30,2.748932,2.472696,2.506842,2.542426,NA
"2239","10/3/15 5:00",3092,276.2083333,276,5,0,2.592523,2.618042,2.384686,2.474786,NA
"2245","10/3/15 5:30",3098,276.2291667,276,5,30,2.251672,2.117368,2.084604,1.986383,NA
"2251","10/3/15 6:00",3104,276.25,276,6,0,2.301999,2.071155,2.205395,2.026669,NA
"2257","10/3/15 6:30",3110,276.2708333,276,6,30,2.17001,2.188303,2.145395,2.042328,NA
"2263","10/3/15 7:00",3116,276.2916667,276,7,0,3.470673,3.482339,3.399155,3.361179,NA
"2269","10/3/15 7:30",3122,276.3125,276,7,30,4.411737,4.565576,4.348691,4.303717,NA
"2275","10/3/15 8:00",3128,276.3333333,276,8,0,5.396787,5.555902,5.238504,5.216705,NA
"2281","10/3/15 8:30",3134,276.3541667,276,8,30,6.181909,6.359091,6.101859,6.007111,NA
"2287","10/3/15 9:00",3140,276.375,276,9,0,6.435364,6.699353,6.334826,6.334149,NA
"2293","10/3/15 9:30",3146,276.3958333,276,9,30,7.312671,7.57414,7.103882,7.126328,NA
"2299","10/3/15 10:00",3152,276.4166667,276,10,0,8.755243,8.891665,8.377909,8.349646,NA
"2305","10/3/15 10:30",3158,276.4375,276,10,30,11.00213,11.20899,10.05444,10.18448,NA
"2311","10/3/15 11:00",3164,276.4583333,276,11,0,11.18469,11.12926,9.761108,9.829849,NA
"2317","10/3/15 11:30",3170,276.4791667,276,11,30,9.867841,9.960007,9.24014,9.230936,NA
"2323","10/3/15 12:00",3176,276.5,276,12,0,11.91006,11.11309,10.54192,10.38841,NA
"2329","10/3/15 12:30",3182,276.5208333,276,12,30,10.44528,10.2119,9.652255,9.458707,NA
"2335","10/3/15 13:00",3188,276.5416667,276,13,0,10.31687,9.983951,9.601984,9.563833,NA
"2341","10/3/15 13:30",3194,276.5625,276,13,30,9.230298,9.162643,8.739328,8.80188,NA
"2347","10/3/15 14:00",3200,276.5833333,276,14,0,11.96785,11.40048,10.93446,11.24587,NA
"2353","10/3/15 14:30",3206,276.6041667,276,14,30,9.976361,9.875656,9.450971,9.8078,NA
"2359","10/3/15 15:00",3212,276.625,276,15,0,9.393549,9.32464,9.023218,9.278232,NA
"2365","10/3/15 15:30",3218,276.6458333,276,15,30,10.71885,10.5254,9.810153,10.47663,NA
"2371","10/3/15 16:00",3224,276.6666667,276,16,0,8.695337,8.477872,8.380478,8.670877,NA
"2377","10/3/15 16:30",3230,276.6875,276,16,30,9.647494,9.690613,9.234571,9.499316,NA
"2383","10/3/15 17:00",3236,276.7083333,276,17,0,7.992044,8.292193,7.951492,7.851926,NA
"2389","10/3/15 17:30",3242,276.7291667,276,17,30,6.766717,6.516113,6.45849,6.5293,NA
"2395","10/3/15 18:00",3248,276.75,276,18,0,5.446863,5.303271,5.182883,5.415576,NA
"2401","10/3/15 18:30",3254,276.7708333,276,18,30,5.396771,5.279404,5.205142,5.32973,NA
"2407","10/3/15 19:00",3260,276.7916667,276,19,0,6.492816,6.511294,6.434863,6.41239,NA
"2413","10/3/15 19:30",3266,276.8125,276,19,30,5.919644,5.859915,5.820038,5.790616,NA
"2419","10/3/15 20:00",3272,276.8333333,276,20,0,5.899521,5.847803,5.815417,5.762906,NA
"2425","10/3/15 20:30",3278,276.8541667,276,20,30,4.975787,4.841486,4.781049,4.79996,NA
"2431","10/3/15 21:00",3284,276.875,276,21,0,4.265628,4.121399,4.035065,4.079846,NA
"2437","10/3/15 21:30",3290,276.8958333,276,21,30,3.48291,3.265332,3.155444,3.254028,NA
"2443","10/3/15 22:00",3296,276.9166667,276,22,0,3.654556,3.356421,3.548868,3.576575,NA
"2449","10/3/15 22:30",3302,276.9375,276,22,30,2.932755,2.546524,2.547318,2.679385,NA
"2455","10/3/15 23:00",3308,276.9583333,276,23,0,2.261389,1.638074,2.028235,2.188193,NA
"2461","10/3/15 23:30",3314,276.9791667,276,23,30,1.504559,0.9751007,1.135178,1.424493,NA
"2467","10/4/15 0:00",3320,277,277,0,0,1.15676,0.6416839,1.041513,1.189618,NA
"2473","10/4/15 0:30",3326,277.0208333,277,0,30,0.8555908,0.4961243,0.4385071,0.6190308,NA
"2479","10/4/15 1:00",3332,277.0416667,277,1,0,0.6059815,0.3139068,0.4630371,0.3383759,NA
"2485","10/4/15 1:30",3338,277.0625,277,1,30,0.4089874,0.05449219,0.04728394,0.09382629,NA
"2491","10/4/15 2:00",3344,277.0833333,277,2,0,0.2772858,-0.02936707,-0.008062745,0.2200409,NA
"2497","10/4/15 2:30",3350,277.1041667,277,2,30,0.4029694,0.000964356,0.1165771,0.240686,NA
"2503","10/4/15 3:00",3356,277.125,277,3,0,0.2291626,-0.2833008,-0.127832,0.1471069,NA
"2509","10/4/15 3:30",3362,277.1458333,277,3,30,0.9389923,0.7700989,0.775708,0.8654144,NA
"2515","10/4/15 4:00",3368,277.1666667,277,4,0,1.688245,1.426804,1.493329,1.770831,NA
"2521","10/4/15 4:30",3374,277.1875,277,4,30,2.787228,2.546967,2.623459,2.810565,NA
"2527","10/4/15 5:00",3380,277.2083333,277,5,0,3.074139,3.056604,3.172055,3.292346,NA
"2533","10/4/15 5:30",3386,277.2291667,277,5,30,3.508478,3.329837,3.392337,3.520953,NA
"2539","10/4/15 6:00",3392,277.25,277,6,0,3.787518,3.614233,3.695374,3.801849,NA
"2545","10/4/15 6:30",3398,277.2708333,277,6,30,4.381226,4.218561,4.311508,4.411118,NA
"2551","10/4/15 7:00",3404,277.2916667,277,7,0,5.115683,5.121719,5.105093,5.157657,NA
"2557","10/4/15 7:30",3410,277.3125,277,7,30,6.661597,6.762964,6.609534,6.660092,NA
"2563","10/4/15 8:00",3416,277.3333333,277,8,0,7.456454,7.869562,7.419553,7.592209,NA
"2569","10/4/15 8:30",3422,277.3541667,277,8,30,7.957349,8.313089,8.03992,8.064496,NA
"2575","10/4/15 9:00",3428,277.375,277,9,0,8.148169,8.481934,8.0706,8.132685,NA
"2581","10/4/15 9:30",3434,277.3958333,277,9,30,9.959226,10.49015,9.529111,9.638324,NA
"2587","10/4/15 10:00",3440,277.4166667,277,10,0,10.18939,10.11517,10.00351,9.783175,NA
"2593","10/4/15 10:30",3446,277.4375,277,10,30,9.885974,10.19168,10.00033,9.950824,NA
"2599","10/4/15 11:00",3452,277.4583333,277,11,0,10.62787,10.9013,10.72729,10.71753,NA
"2605","10/4/15 11:30",3458,277.4791667,277,11,30,10.86878,10.64339,10.82811,10.555,NA
"2611","10/4/15 12:00",3464,277.5,277,12,0,11.72101,12.08236,11.73035,12.05295,NA
"2617","10/4/15 12:30",3470,277.5208333,277,12,30,11.95909,11.81802,11.74874,11.92282,NA
"2623","10/4/15 13:00",3476,277.5416667,277,13,0,10.76517,10.96536,10.85818,10.82498,NA
"2629","10/4/15 13:30",3482,277.5625,277,13,30,11.3162,11.48967,11.45676,11.4087,NA
"2635","10/4/15 14:00",3488,277.5833333,277,14,0,11.09506,11.24471,11.35166,11.23765,NA
"2641","10/4/15 14:30",3494,277.6041667,277,14,30,11.43473,11.59618,11.45468,11.44069,NA
"2647","10/4/15 15:00",3500,277.625,277,15,0,11.09196,11.51352,11.24306,11.20542,NA
"2653","10/4/15 15:30",3506,277.6458333,277,15,30,10.18512,10.29848,10.13909,9.981924,NA
"2659","10/4/15 16:00",3512,277.6666667,277,16,0,10.38173,10.54327,10.34751,10.33825,NA
"2665","10/4/15 16:30",3518,277.6875,277,16,30,9.403391,9.598486,9.343353,9.382132,NA
"2671","10/4/15 17:00",3524,277.7083333,277,17,0,8.639585,8.670898,8.381628,8.607205,NA
"2677","10/4/15 17:30",3530,277.7291667,277,17,30,8.368192,8.554959,8.068045,8.228287,NA
"2683","10/4/15 18:00",3536,277.75,277,18,0,7.614447,7.360092,7.261874,7.4358,NA
"2689","10/4/15 18:30",3542,277.7708333,277,18,30,7.747253,7.560763,7.299118,7.785489,NA
"2695","10/4/15 19:00",3548,277.7916667,277,19,0,6.827652,6.434387,6.293509,6.483597,NA
"2701","10/4/15 19:30",3554,277.8125,277,19,30,6.686963,6.549588,6.319253,6.526843,NA
"2707","10/4/15 20:00",3560,277.8333333,277,20,0,7.534158,7.539618,7.411572,7.481729,NA
"2713","10/4/15 20:30",3566,277.8541667,277,20,30,7.453836,7.294415,7.20824,7.286908,NA
"2719","10/4/15 21:00",3572,277.875,277,21,0,7.314441,7.12037,7.114816,7.163809,NA
"2725","10/4/15 21:30",3578,277.8958333,277,21,30,6.852869,6.664569,6.560782,6.678519,NA
"2731","10/4/15 22:00",3584,277.9166667,277,22,0,7.343656,7.248871,7.206146,7.228482,NA
"2737","10/4/15 22:30",3590,277.9375,277,22,30,7.486945,7.373111,7.380689,7.400821,NA
"2743","10/4/15 23:00",3596,277.9583333,277,23,0,7.275934,7.134943,7.084421,7.077203,NA
"2749","10/4/15 23:30",3602,277.9791667,277,23,30,7.198886,7.052597,7.049744,7.045508,NA
"2755","10/5/15 0:00",3608,278,278,0,0,7.254904,7.109799,7.104514,7.14183,NA
"2761","10/5/15 0:30",3614,278.0208333,278,0,30,7.2823,7.187085,7.147018,7.18277,NA
"2767","10/5/15 1:00",3620,278.0416667,278,1,0,7.398648,7.274451,7.25412,7.244494,NA
"2773","10/5/15 1:30",3626,278.0625,278,1,30,7.471698,7.389752,7.340799,7.34213,NA
"2779","10/5/15 2:00",3632,278.0833333,278,2,0,7.423538,7.365936,7.35834,7.340143,NA
"2785","10/5/15 2:30",3638,278.1041667,278,2,30,7.59751,7.505044,7.497851,7.48584,NA
"2791","10/5/15 3:00",3644,278.125,278,3,0,7.544028,7.451981,7.393863,7.424127,NA
"2797","10/5/15 3:30",3650,278.1458333,278,3,30,7.369934,7.144522,7.128512,7.122763,NA
"2803","10/5/15 4:00",3656,278.1666667,278,4,0,7.69317,7.609125,7.571908,7.631814,NA
"2809","10/5/15 4:30",3662,278.1875,278,4,30,6.85849,6.620078,6.536459,6.530084,NA
"2815","10/5/15 5:00",3668,278.2083333,278,5,0,7.284286,7.228269,7.174341,7.171161,NA
"2821","10/5/15 5:30",3674,278.2291667,278,5,30,7.395581,7.35766,7.330786,7.344208,NA
"2827","10/5/15 6:00",3680,278.25,278,6,0,7.210116,7.171512,7.173501,7.163727,NA
"2833","10/5/15 6:30",3686,278.2708333,278,6,30,7.242905,7.275867,7.275681,7.277942,NA
"2839","10/5/15 7:00",3692,278.2916667,278,7,0,7.088397,7.059256,7.007797,7.000232,NA
"2845","10/5/15 7:30",3698,278.3125,278,7,30,7.706964,7.828977,7.737436,7.779031,NA
"2851","10/5/15 8:00",3704,278.3333333,278,8,0,7.986859,8.074313,7.998883,8.010119,NA
"2857","10/5/15 8:30",3710,278.3541667,278,8,30,8.597021,8.788696,8.69491,8.790637,NA
"2863","10/5/15 9:00",3716,278.375,278,9,0,9.209137,9.645014,9.352313,9.526797,NA
"2869","10/5/15 9:30",3722,278.3958333,278,9,30,9.30701,9.338611,9.355001,9.770224,NA
"2875","10/5/15 10:00",3728,278.4166667,278,10,0,9.738324,10.01122,9.852206,9.674398,NA
"2881","10/5/15 10:30",3734,278.4375,278,10,30,9.255374,9.542566,9.42452,9.493292,NA
"2887","10/5/15 11:00",3740,278.4583333,278,11,0,9.774317,10.05123,10.01626,9.973724,NA
"2893","10/5/15 11:30",3746,278.4791667,278,11,30,10.26799,10.62839,10.418,10.37668,NA
"2899","10/5/15 12:00",3752,278.5,278,12,0,10.62327,10.84035,10.77342,10.89364,NA
"2905","10/5/15 12:30",3758,278.5208333,278,12,30,10.35315,10.59437,10.4856,10.606,NA
"2911","10/5/15 13:00",3764,278.5416667,278,13,0,10.78511,11.00293,10.91545,11.01504,NA
"2917","10/5/15 13:30",3770,278.5625,278,13,30,11.56126,11.77107,11.68827,11.8867,NA
"2923","10/5/15 14:00",3776,278.5833333,278,14,0,11.79805,11.8706,11.84369,12.01126,NA
"2929","10/5/15 14:30",3782,278.6041667,278,14,30,11.87784,12.06678,11.91046,12.09371,NA
"2935","10/5/15 15:00",3788,278.625,278,15,0,11.80644,11.93031,11.82098,11.94225,NA
"2941","10/5/15 15:30",3794,278.6458333,278,15,30,11.79112,11.86162,11.66878,11.83662,NA
"2947","10/5/15 16:00",3800,278.6666667,278,16,0,10.96974,11.0017,10.76582,11.11167,NA
"2953","10/5/15 16:30",3806,278.6875,278,16,30,11.30434,11.76486,11.21331,11.26784,NA
"2959","10/5/15 17:00",3812,278.7083333,278,17,0,10.18953,10.23694,10.05256,10.00852,NA
"2965","10/5/15 17:30",3818,278.7291667,278,17,30,9.067255,8.782718,8.735037,8.645676,NA
"2971","10/5/15 18:00",3824,278.75,278,18,0,9.07269,8.936236,8.830127,8.735575,NA
"2977","10/5/15 18:30",3830,278.7708333,278,18,30,9.085749,8.950562,8.924948,8.851954,NA
"2983","10/5/15 19:00",3836,278.7916667,278,19,0,8.313937,7.974704,7.981973,7.912881,NA
"2989","10/5/15 19:30",3842,278.8125,278,19,30,8.808301,8.649384,8.610965,8.686343,NA
"2995","10/5/15 20:00",3848,278.8333333,278,20,0,8.815115,8.71195,8.687433,8.683344,NA
"3001","10/5/15 20:30",3854,278.8541667,278,20,30,9.186404,9.125018,9.099942,9.079196,NA
"3007","10/5/15 21:00",3860,278.875,278,21,0,9.24968,9.215802,9.152521,9.14667,NA
"3013","10/5/15 21:30",3866,278.8958333,278,21,30,9.198023,9.164798,9.135031,9.126434,NA
"3019","10/5/15 22:00",3872,278.9166667,278,22,0,9.186358,9.158524,9.148837,9.109772,NA
"3025","10/5/15 22:30",3878,278.9375,278,22,30,9.299973,9.274442,9.227423,9.186175,NA
"3031","10/5/15 23:00",3884,278.9583333,278,23,0,9.308365,9.288419,9.221701,9.205133,NA
"3037","10/5/15 23:30",3890,278.9791667,278,23,30,9.321881,9.291128,9.281629,9.236689,NA
"3043","10/6/15 0:00",3896,279,279,0,0,9.302798,9.286402,9.260022,9.245944,NA
"3049","10/6/15 0:30",3902,279.0208333,279,0,30,9.346829,9.303308,9.26738,9.246023,NA
"3055","10/6/15 1:00",3908,279.0416667,279,1,0,9.359332,9.321408,9.312421,9.288632,NA
"3061","10/6/15 1:30",3914,279.0625,279,1,30,9.464252,9.417425,9.382184,9.344824,NA
"3067","10/6/15 2:00",3920,279.0833333,279,2,0,9.654104,9.622458,9.584955,9.565753,NA
"3073","10/6/15 2:30",3926,279.1041667,279,2,30,9.68826,9.658487,9.648489,9.61088,NA
"3079","10/6/15 3:00",3932,279.125,279,3,0,9.718814,9.689749,9.649042,9.614398,NA
"3085","10/6/15 3:30",3938,279.1458333,279,3,30,9.619754,9.58919,9.506955,9.454889,NA
"3091","10/6/15 4:00",3944,279.1666667,279,4,0,9.325348,9.284418,9.279712,9.235394,NA
"3097","10/6/15 4:30",3950,279.1875,279,4,30,9.627347,9.633886,9.618866,9.607447,NA
"3103","10/6/15 5:00",3956,279.2083333,279,5,0,9.757095,9.746341,9.697598,9.697901,NA
"3109","10/6/15 5:30",3962,279.2291667,279,5,30,9.573263,9.536975,9.488266,9.463369,NA
"3115","10/6/15 6:00",3968,279.25,279,6,0,9.099093,9.008978,9.009323,8.951587,NA
"3121","10/6/15 6:30",3974,279.2708333,279,6,30,9.212766,9.166867,9.114374,9.104422,NA
"3127","10/6/15 7:00",3980,279.2916667,279,7,0,9.752563,9.765985,9.734476,9.736258,NA
"3133","10/6/15 7:30",3986,279.3125,279,7,30,10.00694,10.05905,10.01252,10.04005,NA
"3139","10/6/15 8:00",3992,279.3333333,279,8,0,10.43925,10.50746,10.46143,10.5041,NA
"3145","10/6/15 8:30",3998,279.3541667,279,8,30,10.62986,10.74657,10.66874,10.74232,NA
