"","TIMESTAMP","RECORD","DECDOY","DOY","H","M","T1","T2","T3","T4","FLAG"
"155152","3/17/17 6:30",156005,76.27083333,76,6,30,-2.417331,-2.30123,-2.640921,-2.442676,NA
"155158","3/17/17 7:00",156011,76.29166667,76,7,0,-2.289789,-2.195483,-2.453256,-2.3026,NA
"155164","3/17/17 7:30",156017,76.3125,76,7,30,-2.119348,-2.031363,-2.314011,-2.107144,NA
"155170","3/17/17 8:00",156023,76.33333333,76,8,0,-1.926038,-1.839865,-2.122073,-1.890393,NA
"155176","3/17/17 8:30",156029,76.35416667,76,8,30,-1.866296,-1.747064,-2.060721,-1.803595,NA
"155182","3/17/17 9:00",156035,76.375,76,9,0,-2.051721,-1.969379,-2.259055,-2.030551,NA
"155188","3/17/17 9:30",156041,76.39583333,76,9,30,-2.066138,-1.977927,-2.357767,-2.035202,NA
"155194","3/17/17 10:00",156047,76.41666667,76,10,0,-1.999237,-1.897702,-2.252216,-1.956229,NA
"155200","3/17/17 10:30",156053,76.4375,76,10,30,-1.850616,-1.731003,-2.113159,-1.779544,NA
"155206","3/17/17 11:00",156059,76.45833333,76,11,0,-1.731641,-1.583148,-1.87608,-1.628613,NA
"155212","3/17/17 11:30",156065,76.47916667,76,11,30,-1.720685,-1.569138,-1.856705,-1.552533,NA
"155218","3/17/17 12:00",156071,76.5,76,12,0,-1.393375,-1.28056,-1.60094,-1.272385,NA
"155224","3/17/17 12:30",156077,76.52083333,76,12,30,-1.143735,-0.9839295,-1.341272,-0.927893,NA
"155230","3/17/17 13:00",156083,76.54166667,76,13,0,-0.8294556,-0.4739288,-0.9669861,-0.5686096,NA
"155236","3/17/17 13:30",156089,76.5625,76,13,30,-0.7130371,-0.4352661,-0.7464386,-0.4818573,NA
"155242","3/17/17 14:00",156095,76.58333333,76,14,0,-0.522998,-0.2842926,-0.5796478,-0.3028778,NA
"155248","3/17/17 14:30",156101,76.60416667,76,14,30,-0.4055756,-0.2151154,-0.4442474,-0.2172302,NA
"155254","3/17/17 15:00",156107,76.625,76,15,0,-0.231015,-0.08210144,-0.2910553,-0.0915741,NA
"155260","3/17/17 15:30",156113,76.64583333,76,15,30,-0.1745972,-0.02520447,-0.2025146,-0.03995056,NA
"155266","3/17/17 16:00",156119,76.66666667,76,16,0,-0.139566,-0.04319458,-0.1814911,-0.05394287,NA
"155272","3/17/17 16:30",156125,76.6875,76,16,30,-0.1038086,-0.03918152,-0.1342255,-0.03413086,NA
"155278","3/17/17 17:00",156131,76.70833333,76,17,0,-0.06720581,-0.02958069,-0.08287354,-0.02084961,NA
"155284","3/17/17 17:30",156137,76.72916667,76,17,30,-0.0599884,-0.03229065,-0.06359558,-0.01882019,NA
"155290","3/17/17 18:00",156143,76.75,76,18,0,-0.05875549,-0.04101257,-0.07148743,-0.03290405,NA
"155296","3/17/17 18:30",156149,76.77083333,76,18,30,-0.04804382,-0.03441773,-0.0513855,-0.02008057,NA
"155302","3/17/17 19:00",156155,76.79166667,76,19,0,-0.05303955,-0.04198303,-0.04704285,-0.02896423,NA
"155308","3/17/17 19:30",156161,76.8125,76,19,30,-0.06693115,-0.05235901,-0.05020447,-0.03734436,NA
"155314","3/17/17 20:00",156167,76.83333333,76,20,0,-0.0296814,-0.005105591,-0.02823181,0.01283569,NA
"155320","3/17/17 20:30",156173,76.85416667,76,20,30,-0.02213135,-0.003045654,-0.02280273,0.009701538,NA
"155326","3/17/17 21:00",156179,76.875,76,21,0,0.01410828,0.04482727,0.01817322,0.06170349,NA
"155332","3/17/17 21:30",156185,76.89583333,76,21,30,-0.05946045,-0.0475647,-0.04502869,-0.03312073,NA
"155338","3/17/17 22:00",156191,76.91666667,76,22,0,-0.1425751,-0.1194977,-0.1182251,-0.1354797,NA
"155344","3/17/17 22:30",156197,76.9375,76,22,30,-0.3650238,-0.3590454,-0.2766388,-0.3307434,NA
"155350","3/17/17 23:00",156203,76.95833333,76,23,0,-0.5563415,-0.5891876,-0.5076569,-0.5071289,NA
"155356","3/17/17 23:30",156209,76.97916667,76,23,30,-0.6980835,-0.7237732,-0.638385,-0.6467285,NA
"155362","3/18/17 0:00",156215,77,77,0,0,-0.7728485,-0.8023041,-0.7219452,-0.7261932,NA
"155368","3/18/17 0:30",156221,77.02083333,77,0,30,-0.8537995,-0.8828735,-0.7879425,-0.798172,NA
"155374","3/18/17 1:00",156227,77.04166667,77,1,0,-0.9327637,-0.95047,-0.8697174,-0.866742,NA
"155380","3/18/17 1:30",156233,77.0625,77,1,30,-1.067389,-1.07016,-0.9905151,-1.005521,NA
"155386","3/18/17 2:00",156239,77.08333333,77,2,0,-1.190927,-1.188763,-1.117123,-1.118512,NA
"155392","3/18/17 2:30",156245,77.10416667,77,2,30,-1.305682,-1.309961,-1.233713,-1.230359,NA
"155398","3/18/17 3:00",156251,77.125,77,3,0,-1.433758,-1.444138,-1.352872,-1.353561,NA
"155404","3/18/17 3:30",156257,77.14583333,77,3,30,-1.482013,-1.545242,-1.402026,-1.417078,NA
"155410","3/18/17 4:00",156263,77.16666667,77,4,0,-1.516962,-1.541315,-1.44393,-1.456131,NA
"155416","3/18/17 4:30",156269,77.1875,77,4,30,-1.627252,-1.647284,-1.569409,-1.580658,NA
"155422","3/18/17 5:00",156275,77.20833333,77,5,0,-1.690436,-1.712769,-1.616339,-1.625632,NA
"155428","3/18/17 5:30",156281,77.22916667,77,5,30,-1.735614,-1.746518,-1.661343,-1.670703,NA
"155434","3/18/17 6:00",156287,77.25,77,6,0,-1.797635,-1.796378,-1.724109,-1.735446,NA
"155440","3/18/17 6:30",156293,77.27083333,77,6,30,-1.96669,-1.932965,-1.880426,-1.891214,NA
"155446","3/18/17 7:00",156299,77.29166667,77,7,0,-2.100409,-2.059796,-1.974579,-1.989273,NA
"155452","3/18/17 7:30",156305,77.3125,77,7,30,-2.134631,-2.110477,-2.012387,-2.015192,NA
"155458","3/18/17 8:00",156311,77.33333333,77,8,0,-2.227332,-2.224222,-2.062024,-2.08537,NA
"155464","3/18/17 8:30",156317,77.35416667,77,8,30,-2.77865,-2.759537,-2.608966,-2.598969,NA
"155470","3/18/17 9:00",156323,77.375,77,9,0,-3.177219,-3.182373,-2.897745,-2.889313,NA
"155476","3/18/17 9:30",156329,77.39583333,77,9,30,-3.589767,-3.627875,-3.27858,-3.272809,NA
"155482","3/18/17 10:00",156335,77.41666667,77,10,0,-3.811844,-3.801816,-3.399887,-3.411652,NA
"155488","3/18/17 10:30",156341,77.4375,77,10,30,-4.110269,-4.047931,-3.668674,-3.645535,NA
"155494","3/18/17 11:00",156347,77.45833333,77,11,0,-4.241916,-4.252255,-3.780219,-3.773141,NA
"155500","3/18/17 11:30",156353,77.47916667,77,11,30,-4.346066,-4.350772,-3.906189,-3.855252,NA
"155506","3/18/17 12:00",156359,77.5,77,12,0,-4.443573,-4.491538,-3.909772,-3.97739,NA
"155512","3/18/17 12:30",156365,77.52083333,77,12,30,-4.541013,-4.466479,-3.901154,-3.860816,NA
"155518","3/18/17 13:00",156371,77.54166667,77,13,0,-4.459161,-4.512735,-3.79971,-3.856671,NA
"155524","3/18/17 13:30",156377,77.5625,77,13,30,-4.687799,-4.665344,-4.066901,-4.073874,NA
"155530","3/18/17 14:00",156383,77.58333333,77,14,0,-4.396088,-4.387713,-3.588062,-3.714273,NA
"155536","3/18/17 14:30",156389,77.60416667,77,14,30,-4.22782,-4.260574,-3.582861,-3.495965,NA
"155542","3/18/17 15:00",156395,77.625,77,15,0,-4.473535,-4.359787,-3.867301,-3.760309,NA
"155548","3/18/17 15:30",156401,77.64583333,77,15,30,-4.437243,-4.360797,-3.893503,-3.86554,NA
"155554","3/18/17 16:00",156407,77.66666667,77,16,0,-4.503015,-4.42204,-4.023062,-4.028497,NA
"155560","3/18/17 16:30",156413,77.6875,77,16,30,-4.548334,-4.455954,-4.013351,-4.003836,NA
"155566","3/18/17 17:00",156419,77.70833333,77,17,0,-4.695657,-4.667746,-4.326727,-4.320254,NA
"155572","3/18/17 17:30",156425,77.72916667,77,17,30,-4.702734,-4.680758,-4.329642,-4.34451,NA
"155578","3/18/17 18:00",156431,77.75,77,18,0,-4.714435,-4.708459,-4.388113,-4.396695,NA
"155584","3/18/17 18:30",156437,77.77083333,77,18,30,-4.812232,-4.842914,-4.581686,-4.614859,NA
"155590","3/18/17 19:00",156443,77.79166667,77,19,0,-4.8405,-4.871713,-4.570889,-4.60473,NA
"155596","3/18/17 19:30",156449,77.8125,77,19,30,-4.87504,-4.862659,-4.60708,-4.622714,NA
"155602","3/18/17 20:00",156455,77.83333333,77,20,0,-4.869077,-4.852033,-4.582529,-4.61571,NA
"155608","3/18/17 20:30",156461,77.85416667,77,20,30,-4.848727,-4.877942,-4.554526,-4.591614,NA
"155614","3/18/17 21:00",156467,77.875,77,21,0,-4.821661,-4.834369,-4.523211,-4.547577,NA
"155620","3/18/17 21:30",156473,77.89583333,77,21,30,-4.806994,-4.838696,-4.504651,-4.541504,NA
"155626","3/18/17 22:00",156479,77.91666667,77,22,0,-4.828809,-4.803711,-4.543704,-4.567053,NA
"155632","3/18/17 22:30",156485,77.9375,77,22,30,-4.831952,-4.802408,-4.528693,-4.56359,NA
"155638","3/18/17 23:00",156491,77.95833333,77,23,0,-4.798132,-4.805902,-4.599057,-4.631369,NA
"155644","3/18/17 23:30",156497,77.97916667,77,23,30,-4.928918,-4.95137,-5.158981,-5.204712,NA
"155650","3/19/17 0:00",156503,78,78,0,0,-5.258804,-5.297906,-6.56463,-6.520597,NA
"155656","3/19/17 0:30",156509,78.02083333,78,0,30,-5.624161,-5.702203,-7.250647,-7.178256,NA
"155662","3/19/17 1:00",156515,78.04166667,78,1,0,-5.878937,-5.87146,-5.688599,-5.727283,NA
"155668","3/19/17 1:30",156521,78.0625,78,1,30,-5.708102,-5.697669,-5.453314,-5.51131,NA
"155674","3/19/17 2:00",156527,78.08333333,78,2,0,-5.909472,-5.934857,-5.594141,-5.667059,NA
"155680","3/19/17 2:30",156533,78.10416667,78,2,30,-5.899347,-5.883115,-5.566614,-5.599222,NA
"155686","3/19/17 3:00",156539,78.125,78,3,0,-5.851102,-5.851083,-5.57005,-5.589789,NA
"155692","3/19/17 3:30",156545,78.14583333,78,3,30,-5.755844,-5.748538,-5.530597,-5.543219,NA
"155698","3/19/17 4:00",156551,78.16666667,78,4,0,-5.688135,-5.684613,-5.508924,-5.530518,NA
"155704","3/19/17 4:30",156557,78.1875,78,4,30,-5.620377,-5.616318,-5.429898,-5.437766,NA
"155710","3/19/17 5:00",156563,78.20833333,78,5,0,-5.639234,-5.63436,-5.44675,-5.457059,NA
"155716","3/19/17 5:30",156569,78.22916667,78,5,30,-5.750964,-5.748184,-5.525583,-5.538388,NA
"155722","3/19/17 6:00",156575,78.25,78,6,0,-5.77529,-5.770578,-5.567679,-5.565509,NA
"155728","3/19/17 6:30",156581,78.27083333,78,6,30,-5.711249,-5.711664,-5.490433,-5.461347,NA
"155734","3/19/17 7:00",156587,78.29166667,78,7,0,-5.461587,-5.462234,-5.167838,-5.118228,NA
"155740","3/19/17 7:30",156593,78.3125,78,7,30,-5.233423,-5.210828,-4.808118,-4.73291,NA
"155746","3/19/17 8:00",156599,78.33333333,78,8,0,-4.837729,-4.822217,-4.308435,-4.283759,NA
"155752","3/19/17 8:30",156605,78.35416667,78,8,30,-4.674624,-4.620712,-4.123099,-4.009061,NA
"155758","3/19/17 9:00",156611,78.375,78,9,0,-4.322894,-4.267908,-3.541501,-3.270438,NA
"155764","3/19/17 9:30",156617,78.39583333,78,9,30,-3.609814,-3.589191,-2.756381,-2.658362,NA
"155770","3/19/17 10:00",156623,78.41666667,78,10,0,-2.927557,-2.735266,-1.703833,-1.76972,NA
"155776","3/19/17 10:30",156629,78.4375,78,10,30,-2.153268,-1.889313,-0.9749786,-0.884436,NA
"155782","3/19/17 11:00",156635,78.45833333,78,11,0,-1.270581,-0.5796784,0.1513214,0.5288788,NA
"155788","3/19/17 11:30",156641,78.47916667,78,11,30,2.123267,2.265625,1.758688,2.100247,NA
"155794","3/19/17 12:00",156647,78.5,78,12,0,2.627448,2.953616,2.287622,2.619565,NA
"155800","3/19/17 12:30",156653,78.52083333,78,12,30,3.704971,3.884729,3.246414,3.801797,NA
"155806","3/19/17 13:00",156659,78.54166667,78,13,0,5.118783,4.857413,4.00788,4.838004,NA
"155812","3/19/17 13:30",156665,78.5625,78,13,30,5.139929,4.809354,4.452273,5.155557,NA
"155818","3/19/17 14:00",156671,78.58333333,78,14,0,6.972778,6.41871,5.852145,6.747461,NA
"155824","3/19/17 14:30",156677,78.60416667,78,14,30,6.528741,6.081625,5.800876,6.584826,NA
"155830","3/19/17 15:00",156683,78.625,78,15,0,5.796228,5.292581,5.170993,5.796347,NA
"155836","3/19/17 15:30",156689,78.64583333,78,15,30,4.733771,4.371506,4.266421,4.731644,NA
"155842","3/19/17 16:00",156695,78.66666667,78,16,0,3.752664,3.446115,3.339059,3.618237,NA
"155848","3/19/17 16:30",156701,78.6875,78,16,30,3.388806,3.05043,3.003223,3.256842,NA
"155854","3/19/17 17:00",156707,78.70833333,78,17,0,3.146866,2.818549,2.760605,2.997562,NA
"155860","3/19/17 17:30",156713,78.72916667,78,17,30,3.080219,2.738913,2.706647,2.948154,NA
"155866","3/19/17 18:00",156719,78.75,78,18,0,3.041574,2.658597,2.636035,2.852478,NA
"155872","3/19/17 18:30",156725,78.77083333,78,18,30,2.926877,2.552664,2.526715,2.739896,NA
"155878","3/19/17 19:00",156731,78.79166667,78,19,0,2.930975,2.525918,2.485019,2.683994,NA
"155884","3/19/17 19:30",156737,78.8125,78,19,30,2.32258,1.847937,1.834711,2.017859,NA
"155890","3/19/17 20:00",156743,78.83333333,78,20,0,1.882083,1.398123,1.38425,1.447516,NA
"155896","3/19/17 20:30",156749,78.85416667,78,20,30,1.515219,1.101959,1.115085,1.231653,NA
"155902","3/19/17 21:00",156755,78.875,78,21,0,1.025406,0.6204132,0.6531799,0.6896881,NA
"155908","3/19/17 21:30",156761,78.89583333,78,21,30,0.7325897,0.2651581,0.3328094,0.4288666,NA
"155914","3/19/17 22:00",156767,78.91666667,78,22,0,0.5679596,0.1059082,0.1351654,0.2987488,NA
"155920","3/19/17 22:30",156773,78.9375,78,22,30,0.1277252,-0.3386444,-0.2531494,-0.1493835,NA
"155926","3/19/17 23:00",156779,78.95833333,78,23,0,-0.2057861,-0.7147034,-0.6428772,-0.4614136,NA
"155932","3/19/17 23:30",156785,78.97916667,78,23,30,-0.2423187,-0.7760345,-0.6604401,-0.5822296,NA
"155938","3/20/17 0:00",156791,79,79,0,0,-0.4597931,-0.9250641,-0.8892517,-0.7743378,NA
"155944","3/20/17 0:30",156797,79.02083333,79,0,30,-0.5508972,-0.9419037,-0.913324,-0.8118622,NA
"155950","3/20/17 1:00",156803,79.04166667,79,1,0,-0.5906677,-1.109506,-1.048999,-0.9608246,NA
"155956","3/20/17 1:30",156809,79.0625,79,1,30,-0.3051636,-0.9238526,-0.8991486,-0.6654022,NA
"155962","3/20/17 2:00",156815,79.08333333,79,2,0,-0.05787048,-0.6936951,-0.5545166,-0.430661,NA
"155968","3/20/17 2:30",156821,79.10416667,79,2,30,0.3639008,-0.4122742,-0.2860046,-0.04609375,NA
"155974","3/20/17 3:00",156827,79.125,79,3,0,0.1737518,-0.4971954,-0.3777313,-0.1980438,NA
"155980","3/20/17 3:30",156833,79.14583333,79,3,30,-0.1808594,-0.8862579,-0.682431,-0.4643707,NA
"155986","3/20/17 4:00",156839,79.16666667,79,4,0,-0.5361573,-0.973468,-0.8102539,-0.8641327,NA
"155992","3/20/17 4:30",156845,79.1875,79,4,30,-0.5709442,-1.129037,-0.7650452,-0.7380737,NA
"155998","3/20/17 5:00",156851,79.20833333,79,5,0,0.7281922,-0.1392456,0.4302917,0.3926361,NA
"156004","3/20/17 5:30",156857,79.22916667,79,5,30,0.6098267,-0.05852661,0.3440124,0.2691925,NA
"156010","3/20/17 6:00",156863,79.25,79,6,0,1.059457,0.470993,0.788675,0.8560455,NA
"156016","3/20/17 6:30",156869,79.27083333,79,6,30,1.258588,0.951535,1.097058,1.124908,NA
"156022","3/20/17 7:00",156875,79.29166667,79,7,0,1.656296,1.398938,1.444217,1.534994,NA
"156028","3/20/17 7:30",156881,79.3125,79,7,30,2.458304,2.183041,2.151941,2.33465,NA
"156034","3/20/17 8:00",156887,79.33333333,79,8,0,2.731729,2.495999,2.416406,2.596265,NA
"156040","3/20/17 8:30",156893,79.35416667,79,8,30,3.135724,2.90903,2.792267,3.028543,NA
"156046","3/20/17 9:00",156899,79.375,79,9,0,3.468643,3.359387,3.06629,3.274942,NA
"156052","3/20/17 9:30",156905,79.39583333,79,9,30,3.338165,3.153732,2.950922,3.151141,NA
"156058","3/20/17 10:00",156911,79.41666667,79,10,0,1.529977,1.532904,1.316028,1.594424,NA
"156064","3/20/17 10:30",156917,79.4375,79,10,30,4.269925,4.192154,3.861423,4.169037,NA
"156070","3/20/17 11:00",156923,79.45833333,79,11,0,4.92482,4.797791,4.381699,4.702164,NA
"156076","3/20/17 11:30",156929,79.47916667,79,11,30,5.160919,5.080353,4.695584,5.271399,NA
"156082","3/20/17 12:00",156935,79.5,79,12,0,6.943845,6.859225,5.381579,6.068042,NA
"156088","3/20/17 12:30",156941,79.52083333,79,12,30,8.425451,7.71019,6.130445,7.465335,NA
"156094","3/20/17 13:00",156947,79.54166667,79,13,0,7.865469,6.837857,5.970407,6.745343,NA
"156100","3/20/17 13:30",156953,79.5625,79,13,30,10.10844,8.580292,6.926691,8.829931,NA
"156106","3/20/17 14:00",156959,79.58333333,79,14,0,10.31982,8.639145,7.23757,9.279882,NA
"156112","3/20/17 14:30",156965,79.60416667,79,14,30,10.16432,9.101666,7.434067,9.782944,NA
"156118","3/20/17 15:00",156971,79.625,79,15,0,9.946604,8.731192,7.87186,9.635565,NA
"156124","3/20/17 15:30",156977,79.64583333,79,15,30,10.14001,8.890018,8.119998,9.922592,NA
"156130","3/20/17 16:00",156983,79.66666667,79,16,0,9.123083,8.16308,7.571683,9.443954,NA
"156136","3/20/17 16:30",156989,79.6875,79,16,30,8.247904,7.129123,6.897595,8.440277,NA
"156142","3/20/17 17:00",156995,79.70833333,79,17,0,7.299975,6.786017,6.392972,7.383737,NA
"156148","3/20/17 17:30",157001,79.72916667,79,17,30,6.213229,5.621112,5.495044,6.107562,NA
"156154","3/20/17 18:00",157007,79.75,79,18,0,4.712637,3.883859,4.088223,4.378964,NA
"156160","3/20/17 18:30",157013,79.77083333,79,18,30,3.383722,2.378372,2.700708,2.811426,NA
"156166","3/20/17 19:00",157019,79.79166667,79,19,0,2.782419,1.879019,2.302902,2.09585,NA
"156172","3/20/17 19:30",157025,79.8125,79,19,30,1.308499,0.494397,0.9653351,0.6669922,NA
"156178","3/20/17 20:00",157031,79.83333333,79,20,0,0.9548126,0.08427124,0.6447388,0.2698792,NA
"156184","3/20/17 20:30",157037,79.85416667,79,20,30,0.4269257,-0.4174805,0.2179504,-0.2061859,NA
"156190","3/20/17 21:00",157043,79.875,79,21,0,0.3018127,-0.4463989,-0.02928772,-0.3203522,NA
"156196","3/20/17 21:30",157049,79.89583333,79,21,30,0.5528442,-0.4180542,0.08664551,-0.03058777,NA
"156202","3/20/17 22:00",157055,79.91666667,79,22,0,0.06347351,-0.7237518,-0.1906647,-0.4197144,NA
"156208","3/20/17 22:30",157061,79.9375,79,22,30,-0.2172241,-1.053684,-0.6262024,-0.7556152,NA
"156214","3/20/17 23:00",157067,79.95833333,79,23,0,-0.450531,-1.321063,-0.8522705,-0.9841156,NA
"156220","3/20/17 23:30",157073,79.97916667,79,23,30,-0.7209412,-1.50997,-1.145935,-1.269592,NA
"156226","3/21/17 0:00",157079,80,80,0,0,-0.5253845,-1.418658,-1.026608,-1.01319,NA
"156232","3/21/17 0:30",157085,80.02083333,80,0,30,-0.5892334,-1.475476,-1.102032,-0.9707886,NA
"156238","3/21/17 1:00",157091,80.04166667,80,1,0,-0.4875916,-1.347122,-0.9805298,-0.9065307,NA
"156244","3/21/17 1:30",157097,80.0625,80,1,30,0.04602356,-1.011652,-0.5669616,-0.5577545,NA
"156250","3/21/17 2:00",157103,80.08333333,80,2,0,0.1500183,-0.5966156,-0.2503601,-0.2054474,NA
"156256","3/21/17 2:30",157109,80.10416667,80,2,30,-0.2282196,-0.7945434,-0.5199463,-0.5666321,NA
"156262","3/21/17 3:00",157115,80.125,80,3,0,-1.397424,-1.720096,-1.629919,-1.635864,NA
"156268","3/21/17 3:30",157121,80.14583333,80,3,30,-2.129153,-2.46571,-2.339151,-2.337128,NA
"156274","3/21/17 4:00",157127,80.16666667,80,4,0,-1.934467,-2.023788,-2.011627,-2.043063,NA
"156280","3/21/17 4:30",157133,80.1875,80,4,30,-3.433044,-3.693188,-3.598166,-3.663904,NA
"156286","3/21/17 5:00",157139,80.20833333,80,5,0,-3.992807,-4.233899,-4.125006,-4.20888,NA
"156292","3/21/17 5:30",157145,80.22916667,80,5,30,-3.479535,-3.527072,-3.535837,-3.557034,NA
"156298","3/21/17 6:00",157151,80.25,80,6,0,-3.372058,-3.357071,-3.381805,-3.410352,NA
"156304","3/21/17 6:30",157157,80.27083333,80,6,30,-3.357459,-3.312604,-3.369736,-3.373282,NA
"156310","3/21/17 7:00",157163,80.29166667,80,7,0,-3.320636,-3.206512,-3.291803,-3.312204,NA
"156316","3/21/17 7:30",157169,80.3125,80,7,30,-3.471576,-3.335623,-3.446967,-3.463733,NA
"156322","3/21/17 8:00",157175,80.33333333,80,8,0,-3.35715,-3.193079,-3.357742,-3.276562,NA
"156328","3/21/17 8:30",157181,80.35416667,80,8,30,-3.359625,-3.186612,-3.347867,-3.293957,NA
"156334","3/21/17 9:00",157187,80.375,80,9,0,-3.212335,-2.810172,-3.048733,-3.060706,NA
"156340","3/21/17 9:30",157193,80.39583333,80,9,30,-3.002545,-2.692755,-2.885336,-2.790921,NA
"156346","3/21/17 10:00",157199,80.41666667,80,10,0,-3.215814,-2.861081,-3.174527,-2.934949,NA
"156352","3/21/17 10:30",157205,80.4375,80,10,30,-3.238702,-2.851483,-3.123303,-2.991611,NA
"156358","3/21/17 11:00",157211,80.45833333,80,11,0,-3.174731,-2.309366,-2.847195,-2.97243,NA
"156364","3/21/17 11:30",157217,80.47916667,80,11,30,-4.575143,-3.564533,-4.04126,-4.022086,NA
"156370","3/21/17 12:00",157223,80.5,80,12,0,-5.97684,-3.960797,-4.366165,-4.568118,NA
"156376","3/21/17 12:30",157229,80.52083333,80,12,30,-5.981891,-4.214981,-4.584399,-4.789124,NA
"156382","3/21/17 13:00",157235,80.54166667,80,13,0,-6.44729,-4.38165,-4.921344,-4.940402,NA
"156388","3/21/17 13:30",157241,80.5625,80,13,30,-6.417337,-4.575317,-4.841226,-5.034583,NA
"156394","3/21/17 14:00",157247,80.58333333,80,14,0,-6.813724,-4.94472,-5.370309,-5.442972,NA
"156400","3/21/17 14:30",157253,80.60416667,80,14,30,-6.138415,-3.851904,-4.396487,-4.201126,NA
"156406","3/21/17 15:00",157259,80.625,80,15,0,-6.459259,-4.538101,-4.978003,-4.952051,NA
"156412","3/21/17 15:30",157265,80.64583333,80,15,30,-6.661593,-4.50683,-4.776099,-4.645395,NA
"156418","3/21/17 16:00",157271,80.66666667,80,16,0,-6.652371,-3.601852,-4.085678,-3.25502,NA
"156424","3/21/17 16:30",157277,80.6875,80,16,30,-5.662631,-4.530063,-5.142456,-4.185534,NA
"156430","3/21/17 17:00",157283,80.70833333,80,17,0,-5.079267,-4.884375,-5.248019,-4.559885,NA
"156436","3/21/17 17:30",157289,80.72916667,80,17,30,-6.499286,-6.174655,-6.508695,-6.2522,NA
"156442","3/21/17 18:00",157295,80.75,80,18,0,-7.370505,-7.278665,-7.340735,-7.27674,NA
"156448","3/21/17 18:30",157301,80.77083333,80,18,30,-7.964569,-8.007395,-7.959628,-8.077066,NA
"156454","3/21/17 19:00",157307,80.79166667,80,19,0,-8.434247,-8.488348,-8.400617,-8.587332,NA
"156460","3/21/17 19:30",157313,80.8125,80,19,30,-8.844467,-8.886627,-8.812815,-8.992743,NA
"156466","3/21/17 20:00",157319,80.83333333,80,20,0,-9.370145,-9.418683,-9.294617,-9.486115,NA
"156472","3/21/17 20:30",157325,80.85416667,80,20,30,-9.526016,-9.677246,-9.472623,-9.678186,NA
"156478","3/21/17 21:00",157331,80.875,80,21,0,-9.827685,-10.00105,-9.752844,-9.942022,NA
"156484","3/21/17 21:30",157337,80.89583333,80,21,30,-10.19961,-10.36094,-10.15718,-10.35016,NA
"156490","3/21/17 22:00",157343,80.91666667,80,22,0,-10.29073,-10.48696,-10.21521,-10.4349,NA
"156496","3/21/17 22:30",157349,80.9375,80,22,30,-10.30502,-10.44918,-10.19962,-10.52983,NA
"156502","3/21/17 23:00",157355,80.95833333,80,23,0,-10.53238,-10.61122,-10.45886,-10.70259,NA
"156508","3/21/17 23:30",157361,80.97916667,80,23,30,-10.62102,-10.78273,-10.61819,-10.79235,NA
"156514","3/22/17 0:00",157367,81,81,0,0,-10.86603,-11.02209,-10.86758,-11.05604,NA
"156520","3/22/17 0:30",157373,81.02083333,81,0,30,-10.9398,-11.15008,-11.03075,-11.18939,NA
"156526","3/22/17 1:00",157379,81.04166667,81,1,0,-10.97881,-11.10252,-11.01302,-11.15579,NA
"156532","3/22/17 1:30",157385,81.0625,81,1,30,-11.172,-11.29912,-11.16267,-11.3462,NA
"156538","3/22/17 2:00",157391,81.08333333,81,2,0,-12.09001,-12.13901,-12.01349,-12.31116,NA
"156544","3/22/17 2:30",157397,81.10416667,81,2,30,-12.28217,-12.59474,-12.38583,-12.61682,NA
"156550","3/22/17 3:00",157403,81.125,81,3,0,-12.52377,-12.75796,-12.46805,-12.73251,NA
"156556","3/22/17 3:30",157409,81.14583333,81,3,30,-12.53462,-12.77196,-12.51545,-12.68354,NA
"156562","3/22/17 4:00",157415,81.16666667,81,4,0,-13.24843,-13.43627,-13.20669,-13.42325,NA
"156568","3/22/17 4:30",157421,81.1875,81,4,30,-13.91723,-14.12473,-13.83705,-13.98011,NA
"156574","3/22/17 5:00",157427,81.20833333,81,5,0,-13.98191,-14.24424,-13.99002,-13.94399,NA
"156580","3/22/17 5:30",157433,81.22916667,81,5,30,-13.71909,-14.40907,-14.02648,-13.83473,NA
"156586","3/22/17 6:00",157439,81.25,81,6,0,-14.39774,-14.61246,-14.31998,-14.51538,NA
"156592","3/22/17 6:30",157445,81.27083333,81,6,30,-13.23563,-13.34075,-13.43553,-12.88858,NA
"156598","3/22/17 7:00",157451,81.29166667,81,7,0,-11.22915,-11.02296,-11.6978,-10.88491,NA
"156604","3/22/17 7:30",157457,81.3125,81,7,30,-9.748896,-8.81828,-10.01367,-9.716001,NA
"156610","3/22/17 8:00",157463,81.33333333,81,8,0,-8.546011,-7.278848,-8.666922,-8.887195,NA
"156616","3/22/17 8:30",157469,81.35416667,81,8,30,-7.230578,-5.480069,-7.59863,-7.583432,NA
"156622","3/22/17 9:00",157475,81.375,81,9,0,-5.884763,-3.576566,-6.278882,-6.454343,NA
"156628","3/22/17 9:30",157481,81.39583333,81,9,30,-4.359448,-2.126999,-5.406512,-5.055435,NA
"156634","3/22/17 10:00",157487,81.41666667,81,10,0,-4.166803,-2.625983,-4.746686,-5.044253,NA
"156640","3/22/17 10:30",157493,81.4375,81,10,30,-2.726248,-1.813974,-4.009964,-3.791904,NA
"156646","3/22/17 11:00",157499,81.45833333,81,11,0,-1.714847,-0.8178284,-3.103854,-3.005637,NA
"156652","3/22/17 11:30",157505,81.47916667,81,11,30,0.2604218,-0.1170258,-1.981985,-1.180829,NA
