Site,DOY,HHMM,VPD,PAR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14
WCR,192,1400,1.297,1180.5,0.29924,0.34597,0.43263,0.34022,0.46075,0.31682,0.36908,0.47736,0.076106,NaN,NaN,0.43326,0.42888,0.50248
WCR,192,1430,1.165,890.47,0.2882,0.3333,0.40952,0.3342,0.42531,0.29978,0.35884,0.43404,0.073631,NaN,0.50773,0.41159,0.40782,0.48444
WCR,192,1500,1.089,1024.9,0.29303,0.34119,0.44087,0.339,0.45864,0.31912,0.35072,0.46784,0.073967,NaN,0.53469,0.44414,0.43606,0.4933
WCR,192,1530,1.099,977.63,0.27575,0.3173,0.38257,0.31564,0.41318,0.28767,0.31213,0.39679,0.071991,NaN,0.48022,0.39148,0.39434,0.43528
WCR,192,1600,1.087,928.43,0.24059,0.27708,0.34634,0.28456,0.36007,0.2546,0.27429,0.30909,0.072394,NaN,0.38879,0.3416,0.34614,0.40189
WCR,192,1630,0.891,443.67,0.23224,0.26506,0.35598,0.2752,0.36068,0.25864,0.28492,0.29112,0.073271,NaN,0.37685,0.33918,0.35601,0.40043
WCR,192,1700,0.814,448.86,0.25236,0.28215,0.38666,0.29089,0.38287,0.27196,0.30337,0.29946,0.075021,NaN,0.39511,0.34884,0.37428,0.4173
WCR,192,1730,0.805,418.46,0.24321,0.27058,0.36125,0.28346,0.36577,0.26178,0.27558,0.27496,0.071412,NaN,0.38088,0.33131,0.35824,0.39972
WCR,192,1800,0.9,366.99,0.18758,0.20527,0.24096,0.23401,0.28499,0.21178,0.20145,0.18145,0.070356,NaN,0.26396,0.2592,0.28933,0.28414
WCR,192,1830,0.852,212.07,0.16517,0.18559,0.21233,0.20544,0.26887,0.19183,0.18535,0.1344,0.06947,NaN,0.20098,0.23212,0.27081,0.24374
WCR,192,1900,0.7,62.379,0.16036,0.17543,0.18678,0.18757,0.24781,0.17985,0.18406,0.10715,0.067641,NaN,0.16662,0.19884,0.24392,0.21532
WCR,192,1930,0.553,10.545,0.15019,0.16137,0.15908,0.1689,0.22024,0.16931,0.17749,0.090957,0.06453,NaN,0.14872,0.16576,0.21484,0.18867
WCR,192,2000,0.414,0,0.11093,0.1254,0.11871,0.11312,0.15054,0.12282,0.10344,0.068879,0.058362,NaN,0.10545,0.12374,0.15356,0.13805
WCR,192,2030,0.32,0,0.076793,0.089754,0.075061,0.062317,0.090362,0.070703,0.059772,0.052312,0.05164,NaN,0.077227,0.071796,0.097951,0.092587
WCR,192,2100,0.288,0,0.049343,0.061148,0.044079,0.033981,0.056409,0.039274,0.034375,0.03974,0.047587,NaN,0.059711,0.035771,0.061992,0.059545
WCR,192,2130,0.238,0,0.033563,0.045822,0.023075,0.019013,0.038415,0.024491,0.02061,0.026696,0.042382,NaN,0.042829,0.042535,0.045872,0.038025
WCR,192,2200,0.206,0,0.025477,0.034455,0.0093098,0.012076,0.028672,0.016495,0.013824,0.015841,0.037972,NaN,0.030271,0.02508,0.033136,0.026268
WCR,192,2230,0.214,0,0.015171,0.024908,0.00024396,0.0069173,0.020807,0.010808,0.0049511,0.0080936,0.035172,NaN,0.020326,0.0075276,0.022061,0.013605
WCR,192,2300,0.214,0,0.0094612,0.019128,0,0.0037775,0.015618,0.0070941,0.00049339,0.0017045,0.031761,NaN,0.012744,0.006529,0.015322,0.0059977
WCR,192,2330,0.205,0,0.0051885,0.014523,0,0.0017162,0.010853,0.0029346,0,0,0.029484,NaN,0.0051707,0.0092506,0.009833,0.00011523
WCR,193,0,0.204,0,0.0016728,0.012077,0,0,0.0078062,0.0013574,0,0,0.02892,NaN,0,0.013083,0.0077944,0
WCR,193,30,0.217,0,0,0.0071844,0,0,0.0054351,0.0018517,0,0,0.027921,NaN,0,0,0.0014902,0
WCR,193,100,0.154,0,0,0.0046344,0,0,0.0039486,0.0022081,0,0,0.02738,NaN,0,0,0,0
WCR,193,130,0.167,0,0,0.0038634,0,0,0.0022019,0.0014699,0,0,0.027582,NaN,0,0.013607,0,0
WCR,193,200,0.14,0,0,0.0036105,0,0,0.0010422,0.0011878,0,0,0.028613,NaN,0,0.01703,0.001522,0
WCR,193,230,0.096,0,0,0.0011283,0,0,0.00082332,0.0026249,0,0,0.027473,NaN,0,0.0067679,0,0
WCR,193,300,0.074,0,0,0.001333,0,0,0,0,0,0,0.02758,NaN,0,0.005911,0,0
WCR,193,330,0.063,0,0,0.0017156,0,0,7.08E-05,0.0011194,0,0,0.02839,NaN,0,0.011707,5.09E-05,0
WCR,193,400,0.035,0,0,0.0010457,0,0,0,0.0068775,0,0,0.029323,NaN,0,0.019589,0.0010248,0
WCR,193,430,0.086,54.177,0,0,0,0,0,0.0051465,0,0,0.029507,NaN,0.00073163,0.012755,0.0001602,0.00098113
WCR,193,500,0.061,140.19,0,0.00068329,0,0,2.86E-06,0.0030368,0.002967,0.0010969,0.030818,NaN,0.0021579,0.016321,0.0020758,0.0027726
WCR,193,530,0.07,242.31,0,0,0.00086808,2.17E-05,0.00052379,0.00084411,0.0055185,0.0035147,0.03253,NaN,0.0040546,0.012993,5.32E-05,0.0037907
WCR,193,600,0.096,416.31,0,0,0.0038728,0,0.00061038,0.00088966,0.0067827,0.00539,0.036969,NaN,0.0057239,0.016991,0.0006141,0.0054046
WCR,193,630,0.096,327.36,0,0.0057928,0.0074498,0,0.0033075,0.00017009,0.0087387,0.006027,0.040528,NaN,0.0065705,0.03468,0.0084948,0.0037053
WCR,193,700,0.121,659.5,0,0.0093214,0.013105,0,0.0049357,0,0.012017,0.007856,0.041429,NaN,0.0081151,0.039571,0.01419,0.0090216
WCR,193,730,0.213,857.51,0.0039944,0.021487,0.033718,0,0.012266,0.0054739,0.025012,0.01178,0.041553,NaN,0.012282,0.049044,0.025975,0.041025
WCR,193,800,0.27,912.18,0.014454,0.032124,0.077616,0.0029562,0.020037,0.019158,0.047071,0.019869,0.041007,NaN,0.019302,0.065222,0.040256,0.095923
WCR,193,830,0.299,735.09,0.04689,0.082983,0.17737,0.024185,0.056574,0.056982,0.10534,0.035497,0.045849,NaN,0.036261,0.091746,0.078548,0.215
WCR,193,900,0.394,647.25,0.10066,0.14736,0.32157,0.081439,0.13896,0.1286,0.21795,0.081053,0.059834,NaN,0.085503,0.15178,0.16,0.3599
WCR,193,930,0.456,821.41,0.16208,0.21626,0.3595,0.14287,0.22743,0.17803,0.27005,0.16463,0.076656,NaN,0.17673,0.21916,0.23707,0.40115
WCR,193,1000,0.535,797.18,0.18522,0.22856,0.32998,0.1602,0.23922,0.17528,0.2642,0.23711,0.083319,NaN,0.26493,0.22407,0.24429,0.37125
WCR,193,1030,0.62,1238.5,0.19592,0.23323,0.32637,0.16789,0.24611,0.17945,0.28325,0.25648,0.081609,NaN,0.30588,0.24267,0.25875,0.36079
WCR,193,1100,0.615,1359.7,0.21588,0.26023,0.37572,0.19912,0.28601,0.20097,0.32698,0.28077,0.077175,NaN,0.34104,0.27977,0.28903,0.40731
WCR,193,1130,0.736,1645.7,0.22416,0.26821,0.38231,0.21245,0.29742,0.20836,0.32466,0.30152,0.069745,NaN,0.36367,0.29457,0.30033,0.41898
WCR,193,1200,0.803,1193.3,0.26188,0.3086,0.45947,0.24886,0.38692,0.26148,0.38366,0.34683,0.06626,NaN,0.42154,0.37217,0.37073,0.47208
WCR,193,1230,0.794,1333.2,0.27433,0.32359,0.44241,0.26846,0.38217,0.26473,0.37018,0.42292,0.070332,NaN,0.50319,0.35734,0.37335,0.49347
WCR,193,1300,0.767,1077.9,0.30325,0.35678,0.4698,0.30415,0.44621,0.29487,0.3929,NaN,0.073048,NaN,NaN,0.3909,0.42904,0.52334
WCR,193,1330,0.658,413.68,0.28926,0.34653,0.4427,0.29021,0.41313,0.27584,0.38055,NaN,0.070908,NaN,NaN,0.37285,0.40478,0.49621
WCR,193,1400,0.704,1259.4,0.29026,0.34624,0.43654,0.29684,0.42818,0.28159,0.37469,0.40404,0.06795,NaN,0.46307,0.37693,0.41228,0.49313
WCR,193,1430,0.75,1207.2,0.272,0.32494,0.40815,0.27917,0.37736,0.25901,0.33971,0.39885,0.066331,NaN,0.46154,0.33709,0.37407,0.46085
WCR,193,1500,0.805,1142.7,0.20902,NaN,0.30188,0.22069,NaN,0.18892,0.26251,NaN,0.055505,NaN,NaN,NaN,0.29186,NaN
WCR,193,1530,0.777,882.63,0.25971,NaN,0.4193,0.27046,NaN,0.2648,0.34435,NaN,0.055003,NaN,NaN,NaN,0.39605,NaN
WCR,193,1600,0.85,920.81,0.27515,0.32341,0.42576,0.27554,0.38902,0.2726,0.33796,NaN,0.060057,NaN,NaN,0.34234,0.39323,0.46974
WCR,193,1630,0.759,600.43,0.27463,0.32002,0.42283,0.27476,0.38386,0.26195,0.32396,0.3648,0.06082,NaN,0.44678,0.3272,0.39189,0.45833
WCR,193,1700,0.766,701.86,0.24855,0.27947,0.38363,0.25964,0.35109,0.238,0.28998,0.29088,0.05559,NaN,0.37646,0.30137,0.36763,0.41312
WCR,193,1730,0.834,611.38,0.24767,0.2779,0.40213,0.25781,0.34976,0.23361,0.29639,0.24293,0.052786,NaN,0.33366,0.28571,0.36564,0.40955
WCR,193,1800,0.693,303.61,0.21218,0.24078,0.31429,0.21955,0.29136,0.19725,0.23334,0.18932,0.04916,NaN,0.26164,0.23645,0.30805,0.33321
WCR,193,1830,0.694,234.08,0.20346,0.22008,0.31493,0.20609,0.28612,0.17599,0.24318,0.15077,0.045017,NaN,0.23551,0.20393,0.30584,0.31135
WCR,193,1900,0.561,68.553,0.21091,0.2356,0.28535,0.19173,0.26184,0.17024,0.25358,0.14725,0.046096,NaN,0.23112,0.18629,0.2698,0.31042
WCR,193,1930,0.436,0,0.15407,0.17591,0.17136,0.12256,0.17369,0.11801,0.17195,0.10988,0.038528,NaN,0.15569,0.12242,0.19215,0.19932
WCR,193,2000,0.353,0,0.12918,0.14774,0.12123,0.075843,0.12352,0.083834,0.11011,0.08368,0.029724,NaN,0.11223,0.080353,0.14873,0.13476
WCR,193,2030,0.284,0,0.091777,0.10866,0.082457,0.038643,0.080836,0.044821,0.060809,0.064578,0.020964,NaN,NaN,0.043224,0.10344,0.092639
WCR,193,2100,0.221,0,0.062091,0.07643,0.052931,0.014698,0.052144,0.017204,0.036346,0.048596,0.013285,NaN,NaN,0.029402,0.07633,0.062271
WCR,193,2130,0.193,0,0.045079,0.057934,0.033263,0.0018433,0.036866,0.0018578,0.021523,0.035824,0.0069866,NaN,0.045877,0.02037,0.059414,0.04103
WCR,193,2200,0.187,0,0.033915,0.046034,0.020281,0,0.026517,0,0.01229,0.02505,0.00216,NaN,0.031514,0.013683,0.048387,0.026954
WCR,193,2230,0.164,0,0.026261,0.037634,0.011341,0,0.01871,0,0.0051985,0.016999,0.0011624,NaN,0.021463,0.011362,0.041234,0.017259
WCR,193,2300,0.173,0,0.020281,0.030976,0.0063082,0,0.01426,0,0,0.0091247,0.0020522,NaN,0.01648,0.0089617,0.034381,0.009346
WCR,193,2330,0.177,0,0.01609,0.026496,0.0022458,0,0.010042,0,0,0.0036917,0.0010349,NaN,0.0096658,0.0061412,0.030394,0.003312
WCR,194,0,0.166,0,0.013009,0.022802,0.00031299,0,0.0069814,0,0,0.00043566,0,NaN,0.0054064,0.00075366,0.027076,0.00065205
WCR,194,30,0,0,0.011047,0.020345,0.00079786,0,0.0046493,0,0,0,0.0007543,NaN,0.0034802,0.0029815,0.025021,0
WCR,194,100,0,0,0.0097357,0.018658,0.0016684,0,0.003675,0,0,0,0.00030847,NaN,0.0016384,0,0.023613,0
WCR,194,130,0,0,0.00901,0.01789,0.0035337,0,0.002816,0,0,0,0.00090083,NaN,0,0.014798,0.023784,0
WCR,194,200,0,0,0.003497,0.011595,0,6.24E-05,0.0049544,0,0,0,0.003406,NaN,0.0093457,0.0033306,0.0087798,0.019301
WCR,194,230,0,0,0.0038026,0.0087028,0,0.0039546,0.0053125,0.0017606,0,0,0.0044419,NaN,0.0077723,0,0.002662,NaN
WCR,194,300,0,0,0.0045156,0.0071108,0,0.0026645,0.0054107,0.0033004,0,0,0.0044012,NaN,0.021599,0,0.00082347,NaN
WCR,194,330,0,0,0.0034376,0.0017652,NaN,0,0.0045537,0.0050946,0,0,0.0050584,NaN,0.058679,0,0,NaN
WCR,194,400,0,0,0,0,NaN,0.010996,0.00055299,0,0.013023,0,0.0098753,NaN,0.054706,0.027537,0,NaN
WCR,194,430,NaN,0,0,0.00011688,NaN,0.0070795,0.00058458,0,0.021873,0.0047335,0.012914,NaN,0.046271,0.011073,0,NaN
WCR,194,500,0,35.129,0,0,NaN,0.003567,0,0,0.027315,0.0065302,0.014375,NaN,0.039467,0.0062079,0,NaN
WCR,194,530,0,109.35,0.0035935,0.0026564,NaN,0.00029752,0,0,0.027958,0.0080615,0.016186,NaN,0.032421,0.016213,0.0079906,NaN
WCR,194,600,0,202.32,0.0050619,0.0031887,NaN,0,0,0,0.027471,0.0089478,0.040165,NaN,0.028451,0.016532,0.01084,NaN
WCR,194,630,0,445.67,0.0032861,0.0014854,NaN,4.88E-05,0,0,0.026947,0.0084592,0.062548,NaN,0.025193,0.027589,0.012054,NaN
WCR,194,700,NaN,1000,0.0022379,0.00029311,NaN,0,0,0,0.023883,0.0092217,0.060798,NaN,0.022024,0.031057,0.012677,NaN
WCR,194,730,NaN,1000,0.0024124,0,NaN,0,0,0,0.021877,0.010051,0.055762,NaN,0.019362,0.025275,0.014714,NaN
WCR,194,800,NaN,1000,0.0036841,0,NaN,0,0,0,0.020947,0.0099583,0.046344,NaN,0.016939,0.018776,0.016547,NaN
WCR,194,830,0.07,722.21,0.0041574,0,0.035271,0,0.00014595,0,0.02173,0.012042,0.037225,NaN,0.015538,0.020224,0.018193,NaN
WCR,194,900,0.101,603.88,0.0013453,0,0.034784,0,0,0,0.021237,0.013896,0.031381,NaN,0.015,0.01173,0.018598,NaN
WCR,194,930,0.185,1479.6,0.0059677,0.0079519,0.036557,0,0.0095074,0,0.025986,0.014372,0.029453,NaN,0.013495,0.018005,0.022967,NaN
WCR,194,1000,0.343,1649.3,0.014054,0.02261,0.052453,0,0.023779,0.0056154,0.052773,0.013679,0.030618,NaN,0.014135,0.021313,0.031687,NaN
WCR,194,1030,0.491,1558.9,0.018544,0.022038,NaN,0,0.030806,0.015381,NaN,0.013691,0.027336,NaN,0.014572,0.023822,0.038858,NaN
WCR,194,1100,0.555,1566.7,0.10524,0.12168,NaN,0.034546,0.16984,0.10185,NaN,0.030609,0.050748,NaN,0.035954,0.10974,0.11525,NaN
WCR,194,1130,0.627,1453.1,0.19889,0.20412,0.4584,0.11465,0.33163,0.20791,0.3504,0.13748,0.068356,NaN,0.17438,0.25874,0.26098,NaN
WCR,194,1200,0.811,1650.9,0.25218,0.259,0.41031,0.19856,0.35294,0.23834,0.3462,0.31009,0.072615,NaN,0.37232,0.28056,0.30847,NaN
WCR,194,1230,0.868,1687.5,0.2632,0.27038,0.40582,0.22292,0.383,0.24173,0.33796,0.33587,0.071437,NaN,0.41782,0.28007,0.33033,NaN
WCR,194,1300,0.795,1029.5,0.27402,0.27779,0.40305,0.23222,0.41424,0.25471,0.34005,0.41086,0.067335,NaN,0.40443,0.27592,0.3479,NaN
WCR,194,1330,0.87,1241,0.284,0.29385,0.4124,0.25046,0.42506,0.26834,0.35732,0.47282,0.083748,NaN,0.47601,0.30295,0.37378,NaN
WCR,194,1400,0.928,1126.3,0.28921,0.29528,0.39327,0.26042,0.43608,0.27813,0.35185,0.42801,0.057469,NaN,0.49782,0.31954,0.39084,NaN
WCR,194,1430,NaN,1000,0.25563,0.26033,0.35584,0.23525,0.38984,0.2515,0.33057,0.37064,0.047092,NaN,0.45529,0.27023,0.35068,NaN
WCR,194,1500,0.876,563.15,0.26328,0.26606,0.37044,0.24336,0.39326,0.25628,0.31357,0.36798,0.041126,NaN,0.43969,0.2759,0.34932,NaN
WCR,194,1530,0.692,216.79,0.26123,0.26062,0.37286,0.24401,0.39628,0.25885,0.32142,0.34306,0.03346,NaN,0.41603,0.28171,0.36537,NaN
WCR,194,1600,0.128,232.55,0.22359,0.21636,0.30973,0.22038,0.32699,0.22159,0.24992,0.31871,0.027045,NaN,0.39068,0.21116,0.30163,NaN
WCR,194,1630,0.053,521.71,0.20854,0.19822,0.28302,0.19721,0.3092,0.20495,0.22989,0.24123,0.018178,NaN,0.29924,0.17589,0.28759,NaN
WCR,194,1700,0.012,451.36,0.14713,0.12179,0.20631,0.1407,0.19876,0.13738,0.15796,0.16167,0.0089726,NaN,0.22264,0.12958,0.19494,NaN
WCR,194,1730,NaN,1000,0.08855,NaN,0.11723,0.05706,0.13196,0.072397,0.084035,0.089105,0.032784,NaN,0.12432,0.074448,0.10551,NaN
WCR,194,1800,NaN,1000,0.076243,NaN,0.12351,0.034973,0.10565,0.051884,0.054992,0.061458,0.056363,NaN,0.07306,0.06161,0.07522,NaN
WCR,194,1830,NaN,1000,0.079581,NaN,0.068421,0.022849,0.089261,0.045334,0.046081,0.041945,0.063724,NaN,0.050302,0.040236,0.061365,NaN
WCR,194,1900,0,154.49,0.07314,NaN,0.042756,0.013753,0.057763,0.033868,0.043349,0.029542,0.068437,NaN,0.033806,0.032381,0.054318,NaN
WCR,194,1930,0,23.924,0.058727,NaN,0.029642,0.0065567,0.039054,0.024459,0.035993,0.022451,0.067046,NaN,0.025763,0.018767,0.043018,NaN
WCR,194,2000,NaN,1000,0.046253,NaN,0.020749,0.0034716,0.02859,0.017204,0.029947,0.016885,0.065892,NaN,0.017695,0.014566,0.035069,NaN
WCR,194,2030,0,0,0.039374,NaN,0.060694,0.0085325,0.023926,0.012511,0.026822,0.017219,0.068781,NaN,0.040815,0.0098319,0.029661,NaN
WCR,194,2100,0,0,0.03356,0.091213,0.036999,0.008457,0.019584,0.013444,0.02741,0.014042,0.064063,NaN,0.021491,0,0.025201,NaN
WCR,194,2130,0,0,0.029584,0.08772,0.023967,0.0049315,0.016298,0.016557,0.027503,0.010856,0.058746,NaN,0.015718,0,0.020855,NaN
WCR,194,2200,0,0,0.025169,0.080871,0.017175,0.0043578,0.013278,0.021685,0.025384,0.007235,0.053635,NaN,0.011907,0,0.016961,NaN
WCR,194,2230,0,0,0.021244,0.07394,0.011141,0.0028178,0.010608,0.022732,0.021674,0.0043514,0.043543,NaN,0.0080069,0,0.014823,NaN
WCR,194,2300,0,0,0.019286,0.065966,0.0090824,0.0029054,0.0090164,0.020503,0.018544,0.0022704,0.034508,NaN,0.0065072,0,0.01262,NaN
WCR,194,2330,0,0,0.017742,0.057389,0.0082448,0.0035765,0.0079304,0.01976,0.01676,0.0020308,0.025138,NaN,0.0071161,0,0.011096,NaN
WCR,195,0,0,0,0.014871,0.04908,0.0098206,0.0026644,0.0062359,0.015126,0.013363,0,0.015315,NaN,0.0053112,0,0.0094157,NaN
WCR,195,30,0,0,0.012408,0.040058,0.012421,0.0017611,0.0049088,0.012327,0.011036,0,0.0092205,NaN,0.0031938,0,0.0076852,NaN
WCR,195,100,0,0,0.010507,0.032123,0.01201,0.00159,0.0054448,0.0099858,0.0084802,0.00026426,0.0057062,NaN,0.0037067,0,0.0058603,NaN
WCR,195,130,0,0,0.008883,0.025903,0.011113,0.001182,0.004554,0.0076608,0.0052942,0.00071653,0.0022166,NaN,0.00312,0,0.005262,NaN
WCR,195,200,0,0,0.0071415,0.019813,0.010534,0.00069911,0.0040436,0.0055739,0.0027099,0.00031757,0,NaN,0.002555,0,0.0044309,NaN
WCR,195,230,0,0,0.0053367,0.014674,0.010202,0.00079227,0.0039842,0.0032907,0.0015513,0.00078036,0.0072079,NaN,0.0024395,7.00E-05,0.0038424,NaN
WCR,195,300,0,0,0.0049706,0.0094204,0.0096742,0.00020358,0.0040263,0.0020192,0.001828,0.0010528,0.0074079,NaN,0.0019018,0,0.0034957,NaN
WCR,195,330,0,0,0.0043342,0.0048564,0.0094002,3.28E-05,0.0037784,0.0011102,0.0014287,0.0021065,0.0055037,NaN,0.0020335,0.0010724,0.0035618,NaN
WCR,195,400,0,0,0.0039606,0,0.0086697,0.00021976,0.0032238,0.00034207,0.0011148,0.0018218,0.0040117,NaN,0.0030781,0,0.003538,NaN
WCR,195,430,0,13.625,0.0028057,2.98E-05,0.0071901,0.00075129,0.0029095,0.00060886,0.0016361,0.002278,0.0030756,NaN,0.0037248,0.0064734,0.0030352,NaN
WCR,195,500,0,19.85,0.0034167,0,0.0053147,4.97E-05,0.0020798,0.0001042,0.0016505,0.0022893,0.0024216,NaN,0.0030567,0,0.0025555,NaN
WCR,195,530,0,44.228,0.0016095,0.00031015,0.0028601,0,0.00090982,3.62E-05,0.0002675,0.0011636,0.0012591,NaN,0.0014371,0,0.0012958,NaN
WCR,195,600,0,78.962,0,0.000275,0,0,0,0,0,0,0,NaN,0,0.0028912,0,NaN
WCR,195,630,0,234.13,0.00041831,0.00029186,0.0026974,0.0019048,0.0011093,0.00068723,0.0018408,0.0014041,0.0031181,NaN,0.0016473,0.012054,0.00055377,NaN
WCR,195,700,0,218.13,0.0015044,0.0022621,0.003851,0.0029073,0.001949,0.00090641,0.0036076,0.0022846,0.0054856,NaN,0.0023202,0.010703,0.0016547,NaN
WCR,195,730,0,264.06,0.001764,0.002042,0.0042564,0.0044859,0.0024254,0.0011561,0.0050587,0.0033229,0.0076157,NaN,0.0034697,0.01282,0.0022997,NaN
WCR,195,800,0,301.06,0.0013974,0.0022382,0.003238,0.0039671,0.0027719,0.0012515,0.0067818,0.0033613,0.0065298,NaN,0.0041744,0.015953,0.0029756,NaN
WCR,195,830,0,320.05,0.00037726,0.0018961,0.0045428,0.0052899,0.0028856,0.0020249,0.012417,0.0033343,0,NaN,0.0061703,0.016503,0.0026056,NaN
WCR,195,900,0.006,384.54,0,0.0013703,0.0074051,0.0048243,0.0015493,0.0022986,0.017469,0.0020949,0,NaN,0.0058001,0.014158,0.0019627,NaN
WCR,195,930,0.03,506.98,0,0.00069082,0.024537,0.00577,0.0026017,0.0051761,0.031269,0,0,NaN,0.0079995,0.01751,0.00069846,NaN
WCR,195,1000,0.007,460.15,0,0.0011479,0.032488,0.0038073,0.00068523,0.0046231,0.035306,0,0,NaN,0.004476,0.0068039,0,NaN
WCR,195,1030,0.113,824.89,0.0052152,0.0057341,0.057238,0.0052648,0.0043462,0.0077983,0.051709,0,0,NaN,0.0049625,0.011172,0.0012113,NaN
WCR,195,1100,0.222,1444.4,0.019211,0.021003,0.098923,0.0093919,0.015768,0.016506,0.083817,0,0,NaN,0.007465,0.022053,0.01042,NaN
WCR,195,1130,0.36,1929.2,0.11617,0.021091,0.11675,0.013808,0.01664,0.021676,0.093821,0,0,NaN,0.0082527,0.029039,0.012756,NaN
WCR,195,1200,0.411,1866,0.057497,0.05753,0.20748,0.035323,0.057153,0.049654,0.16708,0.0024608,0,NaN,0.027494,0.050936,0.042881,NaN
WCR,195,1230,0.474,1700.7,0.131,0.12517,0.37266,0.10197,0.1816,0.12238,0.27147,NaN,0.012074,NaN,0.14265,0.1388,0.1245,NaN
WCR,195,1300,0.547,1490.5,0.22605,0.221,0.40934,0.18804,0.33834,0.21953,0.31977,NaN,0.031076,NaN,0.34476,0.23404,0.25027,NaN
WCR,195,1330,0.605,1586.7,0.26904,0.27586,0.38007,0.224,0.38064,0.25154,0.31752,NaN,0.038238,NaN,0.44215,0.26805,0.30075,NaN
WCR,195,1400,0.624,1429.6,0.26869,0.28207,0.37106,0.23766,0.38793,0.25835,0.31173,NaN,0.040487,NaN,0.42932,0.28746,0.31344,NaN
WCR,195,1430,0.705,996.21,0.26628,0.27859,0.35494,0.23308,0.37098,0.25941,0.29507,NaN,0.040769,NaN,0.4241,0.29051,0.31145,NaN
WCR,195,1500,0.897,1261.1,0.26553,0.28282,0.36221,0.24608,0.37916,NaN,0.30676,NaN,0.044699,NaN,0.47978,0.30444,0.32429,NaN
WCR,195,1530,0.998,930.06,0.26338,0.27865,0.35908,0.24457,0.37908,NaN,0.28386,NaN,0.044237,NaN,0.46595,0.30069,0.32787,NaN
WCR,195,1600,1.075,1156.1,0.2397,0.2517,0.31605,0.22581,0.34457,NaN,NaN,NaN,0.039918,NaN,0.41004,0.267,0.29613,NaN
WCR,195,1630,1.103,891.67,0.24235,0.26988,0.36071,0.24005,0.37888,NaN,NaN,NaN,0.043516,NaN,0.47569,0.29378,0.32099,NaN
WCR,195,1700,1.094,858.69,0.22287,0.23145,0.32321,0.21393,0.36012,0.23789,0.24967,NaN,0.033717,NaN,0.36109,0.26629,0.30705,NaN
WCR,195,1730,0.934,594.29,0.23577,0.24959,0.39563,0.23765,0.37857,0.24238,0.25442,0.29459,0.030824,NaN,0.36747,0.27993,0.32166,NaN
WCR,195,1800,0.751,300.8,0.22131,0.24025,0.33061,0.21421,0.34941,0.21433,0.20926,0.30709,0.02785,NaN,0.38714,0.23295,0.29677,NaN
WCR,195,1830,0.465,170.78,0.21949,0.23101,0.35781,0.20211,0.34089,0.19263,0.22611,0.25536,0.025944,NaN,0.34458,0.21504,0.28931,0.38416
WCR,195,1900,0.334,100.2,0.19079,0.198,0.2327,0.16975,0.27894,0.15849,0.19662,0.20601,0.024635,NaN,0.28539,0.18332,0.23818,0.27541
WCR,195,1930,0.255,0,0.15116,0.15425,0.14638,0.12387,0.20388,0.11832,0.14599,0.14854,0.019697,NaN,0.20613,0.1288,0.17934,0.18348
WCR,195,2000,0.185,0,0.1056,0.10299,0.089939,0.074844,0.12733,0.074992,0.08026,0.091945,0.010754,NaN,0.11856,0.076104,0.12001,0.1187
WCR,195,2030,0.123,0,0.077867,0.074926,0.057989,0.046647,0.080301,0.04655,0.047855,0.062878,0.0044903,NaN,0.076076,0.042701,0.081857,0.083114
WCR,195,2100,0.11,0,0.057022,0.053066,0.037817,0.030527,0.051929,0.02955,0.029788,0.041463,0.001263,NaN,0.052168,0.026756,0.054597,0.061549
WCR,195,2130,NaN,0,0.039434,0.036089,0.023842,0.018346,0.031244,0.016553,0.018555,0.026198,0,NaN,0.035073,0.015103,0.036007,0.046695
WCR,195,2200,NaN,0,0.026462,0.024647,0.012533,0.010369,0.017526,0.0093781,0.010865,0.015012,0,NaN,0.021973,0.0041231,0.023324,0.0336
WCR,195,2230,NaN,0,0.017713,0.013896,0.004417,0.0038044,0.0086367,0.0050109,0.004782,0.0054048,0,NaN,0.012156,0.0079101,0.013778,0.02356
WCR,195,2300,NaN,0,0.01313,0.010455,0,0.00068723,0.003332,0.0021416,0.00096591,0,0,NaN,0.004492,0.0023648,0.0081217,0.013721
WCR,195,2330,0.074,0,0.0067545,0.0058376,0,3.94E-05,0,0.00099708,0,0,0,NaN,0.00014943,0.0013005,0.0028435,0.0093428
WCR,196,0,0.101,0,0.004887,0.0053016,0,0.00039433,0,0.00046661,0,0,0,NaN,0,0.0030028,0.0011025,0.0062054
WCR,196,30,0.117,0,0.003675,0.0044151,0,0,0,0,0,0,0,NaN,0,0,0,0.0034605
WCR,196,100,0.072,0,0.002618,0.0036725,0.0016604,0,0,0.0013438,0,0,0.0004724,NaN,0,0.0014359,0,0
WCR,196,130,0.115,0,0.0030719,0.0038491,0.0031502,0,0,0.00010203,0,0,0.00081744,NaN,0,2.95E-05,0,0
WCR,196,200,0.066,0,0.00179,0.0022915,0.0055304,0,0,0.00029275,7.57E-05,0,0.00066563,NaN,0,0,0,0
WCR,196,230,0.108,0,0,0,0.0078444,0,0,0.0023304,0.0008592,0,0.00089227,NaN,0,0,0,0
WCR,196,300,0.089,0,0,0,0.011955,0,0,0.0050951,0.0011095,0,0.0012095,0,0,0.0041468,0,0
WCR,196,330,0.043,0,0,0.0015779,0.012737,0.0010535,0,0.0027818,0.0049367,0,0.0014745,0.0022311,0,0,0,0.00058859
