Site,DOY,HHMM,VPD,PAR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14
WCR,251,2000,0.387,0,NaN,0.11514,0.14461,0.12273,0.16779,0.11197,0.053386,0.096845,0.015816,0.021543,0.11488,0.075315,0.12252,0.14285
WCR,251,2030,0.447,0,NaN,0.085461,0.12131,0.07849,0.10143,0.072396,0.032377,0.065349,0.010736,0.014906,0.078314,0.04044,0.072546,0.11148
WCR,251,2100,0.363,0,NaN,0.06411,0.095001,0.048986,0.063386,0.049189,0.017977,0.040987,0.0067537,0.00823,0.043482,0.019288,0.038472,0.080851
WCR,251,2130,0.379,0,NaN,0.053316,0.10358,0.032934,0.043315,0.035955,0.010625,0.025663,0.0057794,0.0037454,0.02984,0.0096311,0.0192,0.083079
WCR,251,2200,0.455,0,NaN,0.04391,0.1059,0.023991,0.028945,0.024374,0.0047567,0.014918,0.0046373,0.00094191,0.01777,0.0031959,0.0053053,0.083274
WCR,251,2230,0.432,0,NaN,0.033799,0.095227,0.015255,0.017379,0.01667,0.0012263,0.0043881,0.003647,0,0.0036779,0,0,0.074074
WCR,251,2300,0.453,0,NaN,0.029255,0.10852,0.010715,0.011044,0.011583,0,0.0016797,0.0038594,0,0.0012677,0,0,0.083116
WCR,251,2330,0.348,0,NaN,0.026434,0.1258,0.0068813,0.0053886,0.0088176,0,1.21E-05,0.002483,0,0.0023359,0,0,0.10015
WCR,252,0,NaN,0,NaN,0.024058,0.13095,0.0031338,0,0.0061919,0,0,0.00053919,0,0.0015585,0,0,0.11186
WCR,252,30,0.231,0,NaN,0.020561,0.1266,0,0,0.0037969,0,0,0.00073676,0,0,0,0,0.10314
WCR,252,100,0.176,0,NaN,0.011432,0.094003,0,0,0.0018604,0,0,0.000265,0,0,0,0,0.068758
WCR,252,130,0.194,0,NaN,0.0073479,0.06135,0,0,0,0,0,0,0,0,0,0,0.036931
WCR,252,200,0.218,0,NaN,0.00091105,0.054013,0,0,0.0011912,0,0,0,0,0,0,0,0.022536
WCR,252,230,0.155,0,NaN,0,0.037289,0,0,0.00033534,0,0,0,0,0,0,0,0.0027674
WCR,252,300,0.163,0,NaN,0,0.052099,0,0,0,0,0,0,0,0,0,0,0.0069093
WCR,252,330,0.172,0,NaN,0,0.058361,0,0,0,0,0,0,0,0,0,0,0.0098806
WCR,252,400,0.165,0,NaN,0,0.055182,0,0,0,0,0,0,0,0,0,0,0.0076956
WCR,252,430,0.184,0,NaN,0,0.054869,0,0,2.02E-05,0,0,0,0,0,0,0,0.0074487
WCR,252,500,0.185,0,NaN,0,0.061068,0,0,0.0021894,0,0,0,0,0,0,0,0.0088118
WCR,252,530,0.234,0,NaN,0,0.080828,0,0.0011144,0.0027649,0,0,0,0,0,0.0014232,0,0.023389
WCR,252,600,0.209,145.19,NaN,0.0023777,0.094597,0.0015466,0.0012606,0.0041168,0,0,0,0,0,0.0031674,0,0.035902
WCR,252,630,0.26,306.61,NaN,0.0031579,0.10572,0.0013644,0.0016365,0.0060067,0,0,0,0,0,0.0043835,0,0.049526
WCR,252,700,0.33,492.99,NaN,0.00367,0.11494,0.00014027,0.0026924,0.0077158,0,0,0,0,0,0.00592,0,0.062978
WCR,252,730,0.41,685.93,NaN,0.011369,0.11362,0.0037183,0.0039991,0.0111,0.0042319,0,0,0,0.00012056,0.0076126,0,0.063775
WCR,252,800,0.508,868.56,NaN,0.041596,0.14526,0.020171,0.02201,0.022353,0.019694,0.0026803,0,0,0.013945,0.018227,0,0.089126
WCR,252,830,0.516,1036.1,NaN,0.1018,0.22046,0.085359,0.10949,0.078068,0.061676,0.037885,0,0.0023244,0.067328,0.064963,0.067363,0.1849
WCR,252,900,0.626,1184.9,NaN,0.17516,0.32363,0.20974,0.36992,0.21121,0.12841,0.14757,0.0020391,0.012519,0.20373,0.16305,0.2305,0.34537
WCR,252,930,0.763,1335.5,NaN,0.24091,0.35866,0.28599,0.55318,0.31346,0.17486,0.2616,0.0038482,0.020304,0.33413,0.23336,0.37818,0.4044
WCR,252,1000,0.781,931.51,NaN,0.28108,0.37406,0.34244,0.68745,0.36464,0.19632,0.32482,0.008311,0.028652,0.41912,0.3058,0.4876,0.41258
WCR,252,1030,0.762,1017.7,NaN,0.31055,0.39251,0.41118,0.81317,0.40812,0.22755,0.37045,0.015171,0.039704,0.47172,0.3933,0.64642,0.43143
WCR,252,1100,0.821,924.81,NaN,0.32921,0.40031,0.46698,0.91466,0.4548,0.23913,0.39824,0.022773,0.047129,0.5278,0.42416,0.68737,0.43625
WCR,252,1130,0.798,873.08,NaN,0.32318,0.37976,0.47413,0.84473,0.42837,0.21653,0.39369,0.028748,0.048173,0.53138,0.41037,0.67602,0.41786
WCR,252,1200,0.686,317.44,NaN,0.32845,0.38792,0.49024,0.93362,0.43246,0.20718,0.39663,0.032126,0.048585,0.51093,0.42319,0.69707,0.41134
WCR,252,1230,0.736,1222.7,NaN,0.32462,0.37057,0.46524,0.85562,0.41103,0.19761,0.37136,0.034881,0.051036,0.48243,0.41246,0.65505,0.38895
WCR,252,1300,0.802,444.63,NaN,0.32465,0.35034,0.45826,0.84994,0.40394,0.19286,0.34535,0.037583,0.051497,0.45361,0.39312,0.63534,0.37915
WCR,252,1330,0.741,322.3,NaN,0.26582,0.29063,0.3519,NaN,0.30606,0.16417,0.24982,0.034587,0.046434,0.34255,0.30225,0.4557,0.27795
WCR,252,1400,0.599,459.74,NaN,0.31687,0.38626,0.46969,NaN,0.40583,0.19347,0.29467,0.035083,0.048497,0.39279,0.40581,0.66933,0.39084
WCR,252,1430,0.467,404.35,NaN,0.31065,0.3348,0.43188,0.79549,0.3603,0.17637,0.33978,0.037066,0.051477,0.45092,0.36179,0.5828,0.34993
WCR,252,1500,0.307,290.46,NaN,0.27521,0.2998,0.358,0.65095,0.28751,0.14843,0.25682,0.03457,0.047881,0.36393,0.30644,0.49739,0.27445
WCR,252,1530,0.246,344.78,NaN,0.24046,0.27326,0.32457,0.62045,0.24732,0.13677,0.19618,0.032856,0.045846,0.28516,0.27909,0.45582,0.2393
WCR,252,1600,0.333,207.45,NaN,0.20649,0.25098,0.29082,0.5652,0.22287,0.13188,0.16213,0.030329,0.043566,0.23954,0.2544,0.4032,0.21323
WCR,252,1630,0.415,125.38,NaN,0.16406,0.19982,0.22962,0.41732,0.16354,0.10334,0.11791,0.025767,0.038532,0.17982,0.18556,0.30032,0.15218
WCR,252,1700,0.354,30.775,NaN,0.14236,0.18732,0.195,0.38945,0.13899,0.085779,0.091358,0.021804,0.036114,0.14927,0.16506,0.27326,0.12368
WCR,252,1730,0.303,0,NaN,0.15005,0.22506,0.23255,0.46,0.15314,0.084069,0.10465,0.020556,0.03298,0.17209,0.19074,0.32909,0.14364
WCR,252,1800,0.109,0,NaN,0.1417,0.21272,0.20783,0.38099,0.13484,0.075722,0.10746,0.018528,0.029945,0.17417,0.16684,0.28556,0.1426
WCR,252,1830,0.019,0,NaN,0.11591,0.18374,0.14466,0.22763,0.084136,0.058066,0.096533,0.014194,0.026779,0.15536,0.10374,0.19629,0.12489
WCR,252,1900,0,0,NaN,0.087086,0.14428,0.085384,0.13242,0.041025,0.041892,0.070299,0.0098232,0.021602,0.11579,0.056108,0.12013,0.08991
WCR,252,1930,0,0,NaN,0.059209,0.081903,0.038587,0.079791,0.017178,0.024394,0.038883,0.006182,0.019063,0.062046,0.0277,0.064709,0.035152
WCR,252,2000,0,0,NaN,0.043877,0.036433,0.015604,0.054523,0.0082605,0.018422,0.021519,0.0033678,0.014076,0.029954,0.014212,0.037915,0.0039525
WCR,252,2030,0,0,NaN,0.036414,0.017761,0.0014866,0.040666,0.0042891,0.019368,0.013512,0.0012399,0.0086934,0.015273,0.0085028,0.024138,0
WCR,252,2100,0.007,0,NaN,0.030643,0.0092285,0,0.032425,0.00052109,0.017163,0.0087617,0.00023299,0.0065388,0.0067151,0.0057127,0.016066,0
WCR,252,2130,0.034,0,NaN,0.026265,0.0040839,0,0.024902,0,0.01438,0.0051295,0,0.0048118,0.0026773,0.0036418,0.010074,0
WCR,252,2200,0.044,0,NaN,0.022998,0.0017988,0,0.020277,0,0.011421,0.0032093,0,0.0057368,0.0013214,0.0033108,0.0038984,0
WCR,252,2230,0.003,0,NaN,0.021023,0.0012216,0,0.016049,0,0.0098015,0.0024463,0,0.0047081,4.56E-05,0.0037844,0.0010882,0
WCR,252,2300,0,0,NaN,0.019039,0.0023996,0,0.015013,0,0.0064301,0.0018235,0,0.0061525,0,0.0048224,0.00032697,0
WCR,252,2330,0,0,NaN,0.017123,0.0052397,0,0.014377,0,0.0020364,0.00082887,0,0.0098341,0.00024224,0.0050571,0,0
WCR,253,0,0,0,NaN,0.015998,0.0040196,0,0.01372,0,0.0031271,0.0010519,0.00018758,0.0090142,0.00040482,0.0057639,0,0
WCR,253,30,0,0,NaN,0.014878,0.0032208,0,0.014682,0.0034167,0.0055974,0.0020143,0.00049271,0.0086391,0.00057161,0.0069763,0.0019454,0
WCR,253,100,NaN,0,NaN,0.014223,0.0029999,0,0.013856,0.0064761,0.0076587,0.0030666,0.00012621,0.0061363,0.0014383,0.0072644,0.0021707,0
WCR,253,130,NaN,0,NaN,0.01354,0.0020557,0,0.012791,0.0080435,0.0077191,0.0040296,0,0.0053228,0.00090012,0.0066277,0.0046824,0
WCR,253,200,NaN,0,NaN,0.012082,0.0018936,0,0.01048,0.010045,0.006908,0.0042262,0.001051,0.0026365,0.00061946,0.0065626,0.0049284,0
WCR,253,230,NaN,0,NaN,0.010573,0.00085095,0,0.0080883,0.01186,0.0053348,0.004104,0.0010768,0.001499,0,0.004688,0.0037088,0
WCR,253,300,NaN,0,NaN,0.0091611,0,0,0.0064441,0.015202,0.0034071,0.0028814,0.00049249,0.00091323,0,0.0031041,0.0017053,0
WCR,253,330,NaN,0,NaN,0.0075831,0,0,0.003301,0.019991,0.0016885,0.0024137,0.00028058,0.00072179,0,0.001369,0.00057364,0
WCR,253,400,0,0,NaN,0.0056194,0,0,0.0010621,0.023278,0.001116,0.0013207,0.00033563,0.0010301,0,0,0,0
WCR,253,430,0,0,NaN,0.0031815,0,0,0.00042864,0.02664,0.00092357,0.0011302,0.0015043,5.16E-05,0,0,0,0
WCR,253,500,0,0,NaN,0.0016246,0,0,0.000469,0.029911,0.00014164,0,0.0014744,0,0,0,0,0
WCR,253,530,0,0,NaN,0.00071162,0,0,0,0.032748,0,0,0.0015028,0,0,0,0,0
WCR,253,600,0,81.222,NaN,0,0,0,0,0.035366,0,0,0.003485,0,0,0,0,0.0077043
WCR,253,630,0,128.25,NaN,0.00031057,0.0002648,0.0027591,0.0013652,0.04002,0.00093898,0.0022311,0.0042689,0.00021883,0.0022194,0.001296,0.001296,0.014465
WCR,253,700,0,125.15,NaN,0.00040714,6.39E-05,0.0049897,0.00097057,0.048996,0,0.0026199,0.0036347,0,0.0028428,0.0018652,0.0025455,0.023982
WCR,253,730,0,224.54,NaN,0.00056036,0,0.0045754,0.00053089,0.053068,0,0.002373,0.0024712,0,0.00099696,0.0015513,0.0035291,0.037481
WCR,253,800,0,407.58,NaN,0.0021301,0.00092409,0.0071433,0.0026763,0.057011,0,0.003991,0.0023612,9.19E-05,0.00173,0.0028101,0.005407,0.044663
WCR,253,830,0,502.76,NaN,0.0033314,0.0013106,0.011539,0.0036556,0.06077,0,0.0044706,0.0024369,0.00043134,0.0023021,0.0042249,0.0068419,0.065635
WCR,253,900,0,648.72,NaN,0.0045202,0.0021504,0.011299,0.0048549,0.066012,0,0.0049074,0.0017718,0.00014906,0.0023926,0.0044352,0.0081838,0.089819
WCR,253,930,0.045,1159.2,NaN,0.0048245,0.0050401,0.012887,0.0070753,0.072291,0,0.0054634,0.0013475,0,0.0022423,0.0056749,0.0099479,0.10603
WCR,253,1000,0.147,1412.4,NaN,0.0053685,0.01303,0.013754,0.012203,0.076238,0,0.005541,0.00017385,0,0.0042126,0.0072662,0.012971,0.12102
WCR,253,1030,0.251,1315.3,NaN,0.012511,0.040361,0.018202,0.035216,0.086038,0.0087905,0.0096102,0,0,0.012249,0.012142,0.023141,0.1437
WCR,253,1100,0.275,1430.9,NaN,0.053838,0.13495,0.038592,0.17825,0.14591,0.056685,0.020751,0.0025239,0.0056812,0.040634,0.041557,0.075091,0.23431
WCR,253,1130,0.472,1656.7,NaN,0.093291,0.29672,0.10551,0.59502,0.3092,0.14079,0.098862,0.009242,0.016738,0.15991,0.16179,0.25222,0.47508
WCR,253,1200,0.562,1390.8,NaN,0.16157,0.34537,0.27185,0.69006,0.44963,0.17526,0.20838,0.014709,0.026345,0.30927,0.28205,0.45302,0.54483
WCR,253,1230,0.629,1265.8,NaN,0.2542,0.48146,0.37368,0.7808,0.49489,0.18274,0.32343,0.017313,0.035193,0.45163,0.32522,0.57575,0.5428
WCR,253,1300,0.717,1360.6,NaN,0.30973,0.35978,0.46476,0.8555,0.55032,0.20027,0.37275,0.022458,0.040067,0.53581,0.36506,0.72146,0.54729
WCR,253,1330,0.755,1326,NaN,0.30824,0.32836,0.45742,0.84114,0.5328,0.18504,0.35048,0.025,0.039366,0.5151,0.33064,0.60132,0.49738
WCR,253,1400,0.712,1162.2,NaN,0.30569,0.34041,0.47143,0.83181,0.5248,0.17699,0.33349,0.026283,0.039983,0.48861,0.32474,0.5973,0.46937
WCR,253,1430,0.792,1113.2,NaN,0.31216,0.3633,0.46777,0.88113,0.52271,0.18512,0.35017,0.026724,0.039769,0.47738,0.34276,0.6452,0.48554
WCR,253,1500,0.788,997,NaN,0.30726,0.3585,0.46399,0.89269,0.49693,0.18268,0.3598,0.02754,0.039655,0.49601,0.35672,0.64782,0.47078
WCR,253,1530,0.802,882.78,NaN,0.30187,0.35626,0.44616,0.75612,0.49454,0.16331,0.3388,0.026516,0.038574,0.47089,0.3429,0.67114,0.41834
WCR,253,1600,0.704,639.35,NaN,0.29058,0.35526,0.45129,0.7348,0.46722,0.16857,0.31064,0.026657,0.03787,0.45706,0.36085,0.61398,0.41116
WCR,253,1630,0.716,486.64,NaN,0.28494,0.36416,0.44603,0.71605,0.44889,0.17507,0.31692,0.02594,0.036635,0.44779,0.34077,0.58193,0.40083
WCR,253,1700,0.484,189.76,NaN,0.26745,0.3321,0.4149,0.67384,0.40081,0.15711,0.29966,0.024953,0.036568,0.43344,0.30154,0.54212,0.38706
WCR,253,1730,0.436,135.66,NaN,0.2497,0.29702,0.38815,0.60257,0.347,0.13426,0.25006,0.023236,0.032687,0.38016,0.26261,0.48094,0.30767
WCR,253,1800,0.309,29.196,NaN,0.22674,0.28716,0.34403,0.53843,0.30085,0.13443,0.2286,0.022675,0.030125,0.33581,0.24134,0.41158,0.29944
WCR,253,1830,0.218,0,NaN,0.16255,0.20019,0.22471,0.31709,0.19761,0.095277,0.15108,0.016981,0.022438,0.22716,0.13758,0.25226,0.20539
WCR,253,1900,0.183,0,NaN,0.12698,0.1647,0.16942,0.23532,0.14132,0.068649,0.10805,0.01308,0.016331,0.16787,0.088371,0.18796,0.15409
WCR,253,1930,NaN,1000,NaN,0.091168,0.12867,0.11641,0.15618,0.094954,0.048105,0.073103,0.0099662,0.011126,0.1145,0.05083,0.13243,0.11174
WCR,253,2000,NaN,1000,NaN,0.064922,0.097919,0.078827,0.095441,0.062471,0.032698,0.047592,0.0068693,0.0068716,0.077344,0.023759,0.090171,0.083402
WCR,253,2030,NaN,0,NaN,0.045193,0.068985,0.042581,0.054841,0.03757,0.018505,0.028378,0.0035707,0.0041491,0.047871,0.005356,0.056444,0.053197
WCR,253,2100,0.152,0,NaN,0.030899,0.041465,0.017697,0.029246,0.021901,0.0065551,0.010873,0.0022745,0.0019129,0.028394,0,0.030723,0.021517
WCR,253,2130,0.098,0,NaN,0.022222,0.018454,0.0058867,0.015431,0.011495,0,0,0.0018118,0.001464,0.0097015,0,0.015168,0.0016687
WCR,253,2200,0.044,0,NaN,0.016066,0.0033036,7.33E-05,0.0061511,0.0025243,0,0,0.002646,0,0,0,0.0038818,0
WCR,253,2230,0.028,0,NaN,0.010585,0,0,0.00023174,0,0,0,0.0021931,0,0,0,0,0
WCR,253,2300,0.014,0,NaN,0.0058311,0.0086571,0,0,0,0,0,0.00065688,0,0,0,0,0
WCR,253,2330,0,0,NaN,0.0022083,0.013872,0,0,0,0,0,0.00085092,0,0,0,0,0
WCR,254,0,0,0,NaN,0,0.013423,0,0,0,0,0,0.00071477,0,0,0,0,0
WCR,254,30,0,0,NaN,0,0.010677,0,0,0,0,0,0.00016303,0,0,0,0,0
WCR,254,100,0,0,NaN,0,0.0057315,0,0,0,0,0,0.00010943,0,0,0,0,0
WCR,254,130,0,0,NaN,0,0.0020455,0,0,0,0,0,0,0,0,0,0,0
WCR,254,200,0,0,NaN,0,0,0,0,0,0,0,6.20E-05,0,0,0,0,0
WCR,254,230,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0
WCR,254,300,0,0,NaN,0,0,0,0,0,0,0,2.04E-05,0,0,0,0,0
WCR,254,330,0,0,NaN,0,7.08E-05,0,0,0,0,0,0.00022243,9.83E-05,0,0,0,0
WCR,254,400,0,0,NaN,0,0,0,0,0,0,0,0.00069772,0.00064591,0,0,0,0
WCR,254,430,0,0,NaN,0,0,0,0,0,0,0,0.00074676,0,0,0,0,0
WCR,254,500,0,0,NaN,0,0,0,0,0,0.015072,0,0.0005583,0,0,0,0,0
WCR,254,530,0,0,NaN,0,0,0,0,0,0.0061166,0,0.00058265,0,0,0,0,0
WCR,254,600,0,25.643,NaN,0,0,0,0,0,0.0047748,0,0.00041449,0,0,0,0,0
WCR,254,630,0,96.626,NaN,0,0,0,0,0.0020152,0.0052808,0,0,0,0,0,0,0.0031042
WCR,254,700,0,272.87,NaN,0.0011271,0.00084274,0.0013773,0.0016591,0.0037405,0.0054437,0.0016697,0,0,0.00043603,0.0014341,0.0010047,0.0069384
WCR,254,730,0,332.2,NaN,0.00248,0.0029713,0.0065395,0.0038302,0.0074088,0.007544,0.003506,0,0,0.0029168,0.0042867,0.003833,0.012759
WCR,254,800,0,333.83,NaN,0.0043121,0.0040848,0.0089949,0.0052785,0.0086988,0.0084745,0.0049732,0,7.03E-05,0.004078,0.0064264,0.0059001,0.018188
WCR,254,830,0,599.81,NaN,0.0071266,0.0067193,0.011597,0.0086302,0.0090571,0.0072099,0.0062354,0,0.0009135,0.0043339,0.0080449,0.0087654,0.025104
WCR,254,900,0.023,436.73,NaN,0.0085004,0.010428,0.014837,0.012213,0.0098067,0.0078208,0.0097368,0,0.0015735,0.0071033,0.010001,0.012324,0.033187
WCR,254,930,0,555.27,NaN,0.0092862,0.015544,0.016887,0.016112,0.010494,0.010563,0.014032,0,0.0018502,0.010243,0.011664,0.014688,0.045091
WCR,254,1000,0,942.39,NaN,0.011664,0.032551,0.020779,0.024618,0.013528,0.014295,0.016944,0,0.0017889,0.015797,0.016422,0.019648,0.0639
WCR,254,1030,0.05,639.25,NaN,0.013406,0.073417,0.032781,0.044599,0.019712,0.030032,0.025639,0,0.00081894,0.030411,0.02294,0.030848,0.10122
WCR,254,1100,0.065,1047.1,NaN,0.010048,0.076236,0.032071,0.046725,0.020427,0.042926,0.02893,0,0.0019058,0.030296,0.025405,0.032817,0.10623
WCR,254,1130,0.049,680.1,NaN,0.020868,0.08914,0.039538,0.10806,0.035185,0.048241,0.031345,0,0.0019072,0.034945,0.038111,0.052346,0.1244
WCR,254,1200,0.078,1178.5,NaN,0.028926,0.13258,0.061542,0.17393,0.059407,0.074084,0.044439,0,0.0033408,0.057612,0.060443,0.082801,0.17043
WCR,254,1230,0.087,649.54,NaN,0.054814,0.21489,0.11052,0.34792,0.12784,0.10873,0.077889,0,0.006569,0.10801,0.11241,0.16587,0.25407
WCR,254,1300,0.239,1288.9,NaN,0.05266,0.17067,0.11779,0.27773,0.13015,0.11722,0.086366,0.0009781,0.010532,0.1135,0.11747,0.17086,0.22531
WCR,254,1330,0.326,1070.9,NaN,0.080419,0.16444,0.11039,0.32983,0.16314,0.1097,0.081879,0,0.010944,0.10546,0.11439,0.18327,0.21239
WCR,254,1400,0.333,624.01,NaN,0.10314,0.21361,0.14844,0.39934,0.18775,0.12408,0.1154,0.00099517,0.013313,0.16351,0.13721,0.22559,0.27494
WCR,254,1430,0.294,660.81,NaN,0.17776,0.31192,0.29348,0.67609,0.3296,0.17126,0.21688,0.0045694,0.020014,0.31494,0.25931,0.44545,0.41369
WCR,254,1500,0.335,629.66,NaN,0.21483,0.3204,0.33637,0.64109,0.36282,0.17937,0.27215,0.007259,0.025124,0.39991,0.29494,0.48701,0.42372
WCR,254,1530,0.339,419.42,NaN,0.21075,0.29012,0.31818,0.53122,0.3111,0.16554,0.26947,0.0086612,0.026825,0.394,0.25867,0.44493,0.3748
WCR,254,1600,0.395,531.06,NaN,0.20368,0.27729,0.30127,0.53204,0.29044,0.14952,0.23265,0.0095549,0.024933,0.34621,0.23963,0.41574,0.34037
WCR,254,1630,0.367,280.99,NaN,0.1948,0.27405,0.32454,0.53561,0.28592,0.14874,0.20057,0.009775,0.022359,0.29857,0.24286,0.40947,0.3294
WCR,254,1700,0.301,200.37,NaN,0.18722,0.27219,0.31965,0.51046,0.26602,0.14578,0.19061,0.0097774,0.021387,0.28902,0.22843,0.37165,0.32
WCR,254,1730,0.283,162.8,NaN,0.1985,0.28137,0.33533,0.54389,0.2762,0.14862,0.20267,0.01092,0.021424,0.30388,0.23718,0.39924,0.32518
WCR,254,1800,0.229,41.716,NaN,0.18173,0.25158,0.28507,0.44623,0.23746,0.13544,0.18844,0.0098142,0.020348,0.28295,0.20602,0.33257,0.29449
WCR,254,1830,0.184,0,NaN,0.16451,0.22083,0.22284,0.32588,0.18522,0.11601,0.16431,0.0087761,0.017428,0.25167,0.15275,0.25126,0.24137
WCR,254,1900,NaN,1000,NaN,0.1453,0.19698,0.17956,0.26198,0.14449,0.10109,0.14037,0.0081032,0.014887,0.21617,0.11189,0.19913,0.20505
WCR,254,1930,NaN,1000,NaN,0.12185,0.16891,0.13817,0.1942,0.10545,0.084973,0.11582,0.0067026,0.011868,0.1781,0.075093,0.15035,0.17453
WCR,254,2000,NaN,1000,NaN,0.087784,0.1124,0.088024,0.1158,0.064913,0.059916,0.07966,0.0032521,0.0075661,0.11961,0.041483,0.097906,0.11504
WCR,254,2030,NaN,0,NaN,0.067938,0.073301,0.052649,0.07176,0.041619,0.040461,0.052284,0.0014111,0.0054874,0.081776,0.019483,0.06409,0.073993
WCR,254,2100,NaN,0,NaN,0.051554,0.040983,0.032929,0.044224,0.027053,0.0246,0.032778,4.35E-05,0.0039179,0.052028,0.0057261,0.041306,0.041483
WCR,254,2130,NaN,0,NaN,0.040913,0.014018,0.018615,0.028427,0.019078,0.012048,0.016032,0,0.003324,0.028464,0,0.026091,0.016698
WCR,254,2200,0.121,0,NaN,0.03383,0,0.011589,0.018152,0.013568,0.0036912,0.0045875,0,0.0026059,0.014334,0,0.016215,0.0012511
WCR,254,2230,0.111,0,NaN,0.029123,0,0.006271,0.010158,0.0089388,0,0,0,0.0018369,0.0037906,0,0.0083585,0
WCR,254,2300,0.098,0,NaN,0.022351,0,0.0024281,0.0038546,0.0053735,0,0,0,0.0014161,0,0,0.0015048,0
WCR,254,2330,0.086,0,NaN,0.016834,0,0,0,0.0017421,0,0,0,0.00067632,0,0,0,0
WCR,255,0,0.104,0,NaN,0.010338,0,0,0,0,0,0,0,0.00045402,0,0,0,0
WCR,255,30,0.099,0,NaN,0.0056596,0,0,0,0,0,0,0,0.0008604,0,0,0,0
WCR,255,100,0.048,0,NaN,0.0026266,0,0,0,0,0,0,0,0.0011752,0,0,0,0
WCR,255,130,0.044,0,NaN,0.001035,0,0,0,0,0,0,0,0.0015218,0,0,0,0
WCR,255,200,0.053,0,NaN,0.0016628,0,0,0,0,0,0,0,0.00014954,0,0,0,0
WCR,255,230,0.054,0,NaN,0.0032814,0,0,0,0,0,0,0,0.00025213,0,0,0,0
WCR,255,300,0.038,0,NaN,0.0030915,0,0,0,0,0,0,0,0.0006047,0,0,0,0
WCR,255,330,0.043,0,NaN,0.0038835,0,0.00011473,0,0,0,0,0.00019119,0.00033524,0,0,0,0
WCR,255,400,0.039,0,NaN,0.0051881,0.0016646,0.0024874,0,0,0,0,0.0016345,0,0,0,0,0
WCR,255,430,0.021,0,NaN,0.0029383,0.0033186,0.0032547,0,0,0.00036314,0,0.0022965,0,0.00034576,0,0,0.00067456
WCR,255,500,0.034,0,NaN,0.0011109,0.0043143,0.0011912,0.00051875,0,0,0,0.00076284,0,0.00083374,0.00047874,2.68E-05,0.0011564
WCR,255,530,0.062,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0
WCR,255,600,0.059,129.77,NaN,0,0,0.00027364,0,0.0029146,0.001827,0.00080311,0,0,0,0.0004208,0.001489,0.00057715
WCR,255,630,0.087,293.21,NaN,0,0,0.0047603,0,0.0055251,0.010004,0.0020369,0,0,0,0.00048486,0.0020915,0.0023017
WCR,255,700,0.108,482.24,NaN,0,0,0.0089208,0,0.0085937,0.0046242,0.0028454,0,0,0,0.0016485,0.0029314,0.0032085
WCR,255,730,0.085,673.18,NaN,0,0,0.011704,0.0020266,0.012481,0.0064452,0.0032416,0,0,0,0.0035883,0.0045442,0.0051852
WCR,255,800,0.112,856.57,NaN,0.0024143,0,0.017013,0.0042726,0.013446,0.0060535,0.0027436,0,0,0,0.0056166,0.0072044,0.0095649
WCR,255,830,0.056,1028.1,NaN,0.011641,0,0.020673,0.0086205,0.015261,0.0038087,0.0021,0,0,0,0.0095894,0.0095745,0.018473
WCR,255,900,0.276,1184.4,NaN,0.029817,0.016764,0.033564,0.025997,0.024771,0.0076673,0.0074293,0,0,0.0030517,0.018109,0.020224,0.039838
WCR,255,930,0.507,1304.2,NaN,0.067815,0.077336,0.13601,0.10368,0.064817,0.027521,0.03339,0,0,0.038645,0.039849,0.066912,0.10804
WCR,255,1000,0.555,1329.9,NaN,0.13648,0.22787,0.16725,0.42273,0.19773,0.0958,0.12658,0.00014807,0.0091779,0.15447,0.12551,0.23354,0.26681
WCR,255,1030,0.602,1494.8,NaN,0.22249,0.34134,0.34034,0.72783,0.38058,0.22787,0.25725,0.0043827,0.019341,0.33291,0.32548,0.51362,0.47371
WCR,255,1100,0.589,1339.1,NaN,0.28835,0.33831,0.43818,0.84727,0.46497,0.25741,0.35858,0.0091838,0.028042,0.51895,0.37157,0.66679,0.48709
WCR,255,1130,0.68,1707.8,NaN,0.31251,0.3472,0.4607,0.87684,0.48664,0.21567,0.39196,0.012217,0.031047,0.54165,0.38851,0.70908,0.46568
WCR,255,1200,0.708,1154.8,NaN,0.32734,0.36828,0.49457,0.92202,0.50397,0.21775,0.40742,0.014466,0.034273,0.57152,0.42179,0.71453,0.51323
WCR,255,1230,0.768,1548,NaN,0.33295,0.38841,0.49285,0.90982,0.50881,0.20646,0.40324,0.016298,0.04137,0.54128,0.45976,0.71342,0.46524
WCR,255,1300,0.768,1117.9,NaN,0.35649,0.36469,0.53216,NaN,0.54434,0.22501,0.39954,0.018822,0.045568,0.51537,0.41998,0.80732,0.48951
WCR,255,1330,0.745,766,NaN,0.3371,0.32392,0.50859,NaN,0.50058,0.20084,0.37493,0.020522,0.045966,0.52172,0.37997,0.66503,0.42922
WCR,255,1400,0.848,1280,NaN,0.34734,0.35728,0.52182,NaN,0.5185,0.20884,0.35657,0.021722,0.048159,0.48851,0.40301,0.73226,0.46064
WCR,255,1430,0.931,1369.4,NaN,0.32751,0.33631,0.4701,NaN,0.47625,0.19831,0.33013,0.022762,0.049765,0.46621,0.36737,0.6421,0.42343
